algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,balance_threshold_honest,balance_threshold_attacker,balance_local_norm_honest,balance_local_norm_attacker,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,nsr_honest,nsr_attacker,sigma_n_honest,sigma_n_attacker,noise_norm_honest,noise_norm_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_n_honest,eps_n_attacker,balance_kept_honest,balance_kept_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,41,5.522747807194929,0.8814356448252996,0.4072570569316546,nan,1.3977122436399045,7.196102857589722,1000.0,nan,nan,0,0,0,31426,9.321387412343153,180.1990319090381,6.166702788809071,119.21335563659667,0.7905483970033569,0.8482772350449227,0.8087876154028851,0.7218007755279541,5963.560533514328,671.5342026867595,0.7905483970033569,0.8482772350449227,178.3180442478346,191.3478510284424,178.3180442478346,191.3478510284424,2.520370589364227,4.837471252043304,39.43478260869565,152.595,3.4472108544358577,1.43984049711778,0.7307725123760411,0.8423231396415325,84.74177044677734,542.9374656163628
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,42,5.626334220018168,0.8816623125473658,0.40540606250365574,nan,0.9666699320077896,7.107580304145813,1000.0,nan,nan,0,0,0,31316,9.053719026714843,184.3991769357057,6.029686995915005,122.80802131652833,0.7752713391214776,0.8487117478602856,0.8200668266841343,0.7082933479547501,5946.477398348246,663.3808919080362,0.7752713391214776,0.8487117478602856,174.58490208217077,191.5062850189209,174.58490208217077,191.5062850189209,2.569418862719601,4.907309850442789,53.714285714285715,152.82,3.5045752578088765,1.4469377015442744,0.7156056316099434,0.8439072351390551,81.49089126586914,431.8537239169654
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,43,5.66215859395204,0.8818259783585867,0.4037885641058286,nan,1.2358124024338193,7.000237498283386,1000.0,nan,nan,0,0,0,31224,9.2942519643893,188.46982461412145,6.23128326733907,126.35862133026123,0.7549068951174057,0.8500192917969228,0.8395136959022946,0.6933014485239982,5759.430022715027,660.2129812007403,0.7549068951174057,0.8500192917969228,170.05605231391058,191.78230476379395,170.05605231391058,191.78230476379395,2.6364389909849595,4.976554085064563,41.388888888888886,152.395,3.5724850286168013,1.4460361716761665,0.7053740194084448,0.8421659746398986,82.83493978881836,471.42467329803713
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,44,5.687429523343529,0.8821216440200805,0.40220954577128093,nan,1.0962601403395336,6.9034046626091,1000.0,nan,nan,0,0,0,31312,9.187086867934598,192.3989451470286,6.200635062323676,129.85570533752443,0.7725737733467013,0.8502904174056856,0.8004191252920363,0.6797479310631752,6152.375675330568,662.4431058283734,0.7725737733467013,0.8502904174056856,174.12996673583984,191.84061065673828,174.12996673583984,191.84061065673828,2.700822099333902,5.045638401633033,43.833333333333336,152.615,3.638748620253555,1.444617274510631,0.6897116076508794,0.8438734467953107,83.00492306518555,486.46276664324984
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,45,5.715432662730307,0.8823829772075017,0.40081846992174786,nan,1.307565981433505,6.766280450820923,1000.0,nan,nan,0,0,0,31786,9.09570818520003,196.19649087959624,6.180024033501034,133.30452167510987,0.7794463718295125,0.8527815599831331,0.7775847571236747,0.6625722879171372,6193.996432153966,657.1541917785627,0.7794463718295125,0.8527815599831331,176.03603181384858,192.33662307739257,176.03603181384858,192.33662307739257,2.7343685144643026,5.108423032362369,50.38095238095238,153.64,3.683990321623529,1.463370218283418,0.6735010745838217,0.8458130579413863,84.32816256713868,523.0095268618916
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,46,5.746085913078096,0.8826496436198552,0.39926830689112347,nan,1.277767230163921,6.619618350267411,1000.0,nan,nan,0,0,0,30978,9.0627172451753,199.83482757639337,6.19879640232433,136.6847686767578,0.7527384287712288,0.8554833608449209,0.8076066374778748,0.644851063489914,6213.343810278652,660.3039985233332,0.7527384287712288,0.8554833608449209,169.5110432017933,193.0299294281006,169.5110432017933,193.0299294281006,2.7705766317004357,5.168026074663897,50.72727272727273,152.1,3.72955640888582,1.4721602942260648,0.6533359512333622,0.8501269899785199,80.94121472167969,400.8151632354637
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,47,5.782948774729577,0.8827223098278045,0.3981271725893021,nan,1.4960025548934937,6.4752906131744385,1000.0,nan,nan,0,0,0,31756,9.466019352074557,203.31022718533154,6.51795903374167,139.99207931518555,0.741281081398621,0.8576891367319219,0.8139545742203208,0.6277023616433144,5838.155563747794,657.6393019527953,0.741281081398621,0.8576891367319219,167.18410716337317,193.41735008239746,167.18410716337317,193.41735008239746,2.8275680950261477,5.225631493458472,58.294117647058826,153.825,3.7867934543990773,1.4746707057188126,0.642293548803725,0.8485696116597279,83.05119967651368,461.55300994854315
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,48,5.812983893504686,0.8830389793713888,0.3968080211679141,nan,1.2943333712491123,6.329150359034538,1000.0,nan,nan,0,0,0,30596,9.048646916897374,206.62633322559088,6.272247357801958,143.22710174560547,0.8055525343372577,0.8596785710921264,0.698167169635946,0.6106954671442508,6493.659868951362,663.994099936728,0.8055525343372577,0.8596785710921264,181.68385314941406,193.8976387786865,181.68385314941406,193.8976387786865,2.8429714047540617,5.281034097655398,34.54545454545455,151.08,3.818196481914596,1.492027653551947,0.615255603293107,0.8568568345788393,81.55610028076173,408.4581570916212
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,49,5.839651740787306,0.8832413121064504,0.39557795753081637,nan,1.5951949954032898,6.298517135381698,1000.0,nan,nan,0,0,0,30688,9.516191306484945,209.78557287762473,6.640457413413308,146.3896760559082,0.736405517510456,0.8545601361643846,0.7979533293030479,0.6050876288115978,6043.24641756982,663.4776840250981,0.736405517510456,0.8545601361643846,166.2620253129439,192.79891120910645,166.2620253129439,192.79891120910645,2.8579959465703033,5.338239476573882,38.81818181818182,151.305,3.850093358571735,1.5159332111404245,0.6151422387898251,0.8484004167084926,80.77732904052735,398.3424947965753
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,50,5.1446353339288935,0.8820116450389226,0.39835126320521036,nan,1.4111751637288503,5.881008138656616,1000.0,nan,0.0,0,0,30411,605,9.193613051677305,213.19731536373922,6.45827225276402,149.76552726745606,0.722266898318576,0.0,0.8091832016195569,0.0,6086.309967315147,0.0,0.722266898318576,0.0,162.9146728515625,0.0,162.9146728515625,0.0,2.9182028395524573,0.0,43.214285714285715,152.055,2.9182028395524573,1.1445705644396933,0.8091832016195569,0.722266898318576,7.602684733072917,284.02779847470697
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.8831889782349268,0.3948258921504021,1.0,1.3472579284147783,28.377374010086058,1000.0,1.0,1.0,484,0,29900,530,9.209474698776164,216.3288198477582,6.512688159942627,152.98181381225587,0.7183077042294557,0.0,0.8038085048848932,0.0,6143.545973328736,0.0,0.7183077042294557,0.0,162.0523015802557,0.0,162.0523015802557,0.0,2.9571830413664864,0.0,4.181818181818182,151.92,2.9571830413664864,1.1484703864465422,0.8038085048848932,0.7183077042294557,5.941917724609375,225.26335235538698
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.8834539779027303,0.3936663422981898,1.0,1.4470294691049135,166.87381145477295,1000.0,1.0,1.0,502,0,29898,580,9.071830634193537,332.8126865031386,6.458261930025541,236.93029441833497,0.6900962518039282,0.0,0.8407162382052495,0.0,5889.5977676858265,0.0,0.6900962518039282,0.0,155.75047889122595,0.0,155.75047889122595,0.0,3.0176489425116704,0.0,6.153846153846154,151.99,3.0176489425116704,1.1577797250435702,0.8407162382052495,0.6900962518039282,6.749187418619791,255.21590326638582
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.8835766424735387,0.3926685677965482,1.0,1.0464427769184113,1274.8201434326172,1000.0,1.0,1.0,6008,0,24347,551,8.735178111759813,1928.8279511522642,6.2601938645044966,1382.3229190063475,0.7247468482300791,0.0,0.7703498775760332,0.0,6380.322083446095,0.0,0.7247468482300791,0.0,163.22701136271158,0.0,163.22701136271158,0.0,3.0626763503076306,0.0,8.0,124.01,3.0626763503076306,1.1650847240248159,0.7703498775760332,0.7247468482300791,6.529080454508463,255.21288333784386
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.883745977083842,0.3917016549905141,1.0,1.4651176070465761,12009.85359375,1000.0,1.0,1.0,1333,0,29195,766,9.065312611364542,17765.86731840832,6.540246234220617,12817.334802246094,0.7113958863714798,0.0,0.7792397772564608,0.0,6356.615720534604,0.0,0.7113958863714798,0.0,160.4819892434513,0.0,160.4819892434513,0.0,3.115035251155951,0.0,8.117647058823529,149.115,3.115035251155951,1.1862184641179534,0.7792397772564608,0.7113958863714798,9.09397939046224,360.2082241636276
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,55,5.239736574370178,0.8839163108666738,0.39089506516853967,1.0,1.344209570151109,100367.34255859375,1000.0,1.0,1.0,2291,0,28023,498,8.837036651222038,149459.0347783965,6.41820030945998,108549.739140625,0.7063147935109018,0.0,0.7757777525828435,0.0,6105.793710713907,0.0,0.7063147935109018,0.0,159.14956782414362,0.0,159.14956782414362,0.0,3.151967425203838,0.0,6.461538461538462,142.185,3.151967425203838,1.205285756075789,0.7757777525828435,0.7063147935109018,6.896481272379558,264.584394130936
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,56,5.385624747941852,0.8840783119201661,0.3900238408644994,1.0,1.0292597532272338,1141792.16453125,1000.0,1.0,1.0,624,0,29584,358,8.53340082175683,1664778.3760098238,6.239130258560181,1217189.88203125,0.6897813379487687,0.0,0.7974992334842682,0.0,6450.954594767026,0.0,0.6897813379487687,0.0,155.73843231201172,0.0,155.73843231201172,0.0,3.1958272092101145,0.0,5.0,149.46,3.1958272092101145,1.2024921262013368,0.7974992334842682,0.6897813379487687,5.191281077067058,215.0318198255675
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,57,5.417207258483917,0.8841849788029988,0.38914765099684395,1.0,1.0712565138936043,11469038.22,1000.0,1.0,1.0,701,0,29655,700,8.449197487562532,16798403.44168231,6.218886995315552,12364176.93625,0.6576879821000913,0.0,0.8493050694465637,0.0,6179.421070682689,0.0,0.6576879821000913,0.0,148.36294708251953,0.0,148.36294708251953,0.0,3.3192177840956028,0.0,12.2,150.555,3.3192177840956028,1.198181702009223,0.8493050694465637,0.6576879821000913,9.890863138834636,411.9614047121793
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,58,5.417207258483917,0.8843136445681254,0.3884920467933019,1.0,1.2259038003782432,140506559.63,1000.0,1.0,1.0,905,0,29780,1091,8.452487907028836,202050760.1777436,6.262922803560893,149710751.12,0.6775170943528369,0.0,0.7959311145047346,0.0,6339.46425866288,0.0,0.6775170943528369,0.0,152.83696619669595,0.0,152.83696619669595,0.0,3.4402807444920898,0.0,12.75,152.825,3.4402807444920898,1.193046717628614,0.7959311145047346,0.6775170943528369,12.226957295735676,507.1571406930304
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,59,5.417207258483917,0.8844436426957448,0.3877998330195745,1.0,1.0618903398513795,1436727126.88,1000.0,1.0,1.0,563,0,29780,559,8.37278438564175,2083174936.1125653,6.245363267262777,1553865909.6,0.692357957787222,0.0,0.7565146843592326,0.0,6586.357563533954,0.0,0.692357957787222,0.0,156.2385518391927,0.0,156.2385518391927,0.0,3.4967396390472225,0.0,7.733333333333333,151.115,3.4967396390472225,1.1876496206912495,0.7565146843592326,0.692357957787222,7.811927591959636,329.3178781766977
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,60,5.637418431079649,0.8845999773343404,0.3871488681435585,1.0,1.6633553802967072,17987532944.64,1000.0,1.0,1.0,587,0,29780,537,8.74307921314642,25552647183.260445,6.565193136533101,19187526478.72,0.670336544302561,0.0,0.7785671800374985,0.0,6334.441999536196,0.0,0.670336544302561,0.0,150.97848002115884,0.0,150.97848002115884,0.0,3.5305819270664656,0.0,5.833333333333333,151.235,3.5305819270664656,1.2054626985096517,0.7785671800374985,0.670336544302561,6.039139200846354,253.37767998144787
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,61,5.637418431079649,0.8846479763587316,0.38672248790661495,1.0,1.4584305938333273,190913809730.56,1000.0,1.0,1.0,492,0,29780,530,8.748477924189455,272320590948.2669,6.613188326358795,205853791790.08,0.6688160163381343,0.0,0.7756325304508209,0.0,6455.189345713145,0.0,0.6688160163381343,0.0,150.74827194213867,0.0,150.74827194213867,0.0,3.5918869078463302,0.0,9.875,150.76,3.5918869078463302,1.204692873432782,0.7756325304508209,0.6688160163381343,8.039907836914063,344.27676510470104
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,62,5.637418431079649,0.8846589779853821,0.38625652114550274,1.0,1.2665989473462105,2311614112378.88,1000.0,1.0,1.0,712,0,29780,720,8.401695595113377,3243412818629.1504,6.39352884888649,2468174809477.12,0.6400370779108202,0.0,0.8255523294210434,0.0,6158.619981113164,0.0,0.6400370779108202,0.0,144.37077236175537,0.0,144.37077236175537,0.0,3.675395927723073,0.0,8.0,151.86,3.675395927723073,1.2011126540013313,0.8255523294210434,0.6400370779108202,7.6997745259602866,328.4597323260354
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,63,5.637418431079649,0.884800643324852,0.38580029716094333,1.0,1.3236021791633807,24002284261048.32,1000.0,1.0,1.0,761,0,29780,829,8.443016208530599,33735430694913.84,6.467949290024607,25843732810956.8,0.6790464051605534,0.0,0.7258395834972984,0.0,6555.113840348158,0.0,0.6790464051605534,0.0,153.18364113255552,0.0,153.18364113255552,0.0,3.7344223928993254,0.0,9.894736842105264,152.105,3.7344223928993254,1.218104814253495,0.7258395834972984,0.6790464051605534,9.70163060506185,415.15720988871664
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,64,5.637418431079649,0.8848253113031387,0.3854967446128527,1.0,1.7250838809543185,275661038712258.56,1000.0,1.0,1.0,1128,0,29780,1162,9.086387427978146,382129518087383.4,7.007377756966485,294696424354611.2,0.6596897378231895,0.0,0.7565956347518497,0.0,6413.241140106173,0.0,0.6596897378231895,0.0,148.9135988023546,0.0,148.9135988023546,0.0,3.8098862087851595,0.0,8.555555555555555,153.94,3.8098862087851595,1.2044677499199974,0.7565956347518497,0.6596897378231895,8.934815928141276,384.79446840637036
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,65,5.637418431079649,0.884918644229571,0.3850152232249578,1.0,1.2690878886925547,2717936727448617.0,1000.0,1.0,1.0,854,0,29780,914,8.400641378175486,3779762396100082.0,6.521868254009046,2934432178341150.5,0.6428896082040031,0.0,0.7711426803940221,0.0,6394.443773466778,0.0,0.6428896082040031,0.0,144.84650943153784,0.0,144.84650943153784,0.0,3.859803125654895,0.0,9.473684210526315,152.57,3.859803125654895,1.2300877323611872,0.7711426803940221,0.6428896082040031,9.173612263997397,404.9814389862293
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,66,5.827591617578677,0.8849849766492843,0.38469011227289834,1.0,1.4986302927136421,3.1397255923588136e+16,1000.0,1.0,1.0,674,0,29780,692,8.508610835368337,4.2958499772763096e+16,6.649875789880753,3.3574069038512864e+16,0.6326290088852432,0.0,0.7876812592148781,0.0,6268.455340429353,0.0,0.6326290088852432,0.0,142.7217254638672,0.0,142.7217254638672,0.0,3.899618486951726,0.0,8.625,151.67,3.899618486951726,1.2535339979360292,0.7876812592148781,0.6326290088852432,7.611825358072917,334.31761815623213
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,67,5.827591617578677,0.8849926433960597,0.38449420223633446,1.0,1.3703298062086104,3.1766390981575834e+17,1000.0,1.0,1.0,674,0,29780,776,8.468009133907014,4.352932091109125e+17,6.662412023544311,3.4247751322507936e+17,0.6362947233129009,0.0,0.7947578758001328,0.0,6506.184872599113,0.0,0.6362947233129009,0.0,143.5031364440918,0.0,143.5031364440918,0.0,4.004993389796733,0.0,11.1,151.67,4.004993389796733,1.2131769390610232,0.7947578758001328,0.6362947233129009,9.566875762939453,433.7456581732742
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,68,5.986025978162586,0.8850193105141322,0.3843015283346176,1.0,1.585571839695885,3.649160578207213e+18,1000.0,1.0,1.0,918,0,29780,1018,8.781213839126535,4.926678937869403e+18,6.955046199616932,3.9021119689495834e+18,0.6351395318007315,0.0,0.766405619326092,0.0,6453.870792128249,0.0,0.6351395318007315,0.0,143.2640569777716,0.0,143.2640569777716,0.0,4.099549515368093,0.0,10.476190476190476,152.89,4.099549515368093,1.2062956990118043,0.766405619326092,0.6351395318007315,10.02848398844401,451.77095544897736
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,69,5.986025978162586,0.8851476456721624,0.38379881471395494,1.0,0.9347647693422105,inf,1000.0,1.0,1.0,437,0,29780,345,7.9456898798939415,inf,6.335375679863824,inf,0.6231326941690927,0.0,0.7860400742954678,0.0,6383.824746286769,0.0,0.6231326941690927,0.0,140.67185295952692,0.0,140.67185295952692,0.0,4.133309541271752,0.0,3.111111111111111,150.485,4.133309541271752,1.1938828452346903,0.7860400742954678,0.6231326941690927,4.220155588785807,191.51474238860305
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,70,5.986025978162586,0.885188975930214,0.38356762419144314,1.0,1.706140860915184,nan,1000.0,1.0,1.0,30047,144,0,41,8.355355216361222,nan,6.706577956676483,nan,0.6232470106394106,0.0,0.7494318336248398,0.0,6360.685996174104,0.0,0.6232470106394106,0.0,140.90834045410156,0.0,140.90834045410156,0.0,4.166727613249569,0.0,4.75,0.015,4.166727613249569,1.1957975009068447,0.7494318336248398,0.6232470106394106,3.7575557454427084,169.61829323130942
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,71,6.225009789916664,0.8852329758803049,0.38336034466822944,1.0,1.4876397728919983,nan,1000.0,1.0,1.0,30181,276,0,63,8.299443926932863,nan,6.706259441375733,nan,0.6129540950914605,0.0,0.772357577085495,0.0,6088.698100562785,0.0,0.6129540950914605,0.0,138.08627624511718,0.0,138.08627624511718,0.0,4.200773309959747,0.0,5.8,0.025,4.200773309959747,1.2045227780504162,0.772357577085495,0.6129540950914605,4.602875874837239,202.95660335209283
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,72,6.225009789916664,0.8852763094504674,0.38315861562887826,1.0,1.5802716851234435,nan,1000.0,1.0,1.0,30441,535,0,114,8.407354394005626,nan,6.838896115620931,nan,0.6223187272357987,0.0,0.7598487536112467,0.0,6707.581674657193,0.0,0.6223187272357987,0.0,140.5188741048177,0.0,140.5188741048177,0.0,4.259458623063142,0.0,7.2,0.03,4.259458623063142,1.2084595448477111,0.7598487536112467,0.6223187272357987,7.025943705240885,335.37908373285967
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,73,6.225009789916664,0.8852263100941976,0.38314199934403104,1.0,1.7117789462208748,nan,1000.0,1.0,1.0,30518,613,0,211,8.588884049684506,nan,7.033292651176453,nan,0.6164019700156199,0.0,0.7533684194087982,0.0,6561.877004373482,0.0,0.6164019700156199,0.0,138.95528182983398,0.0,138.95528182983398,0.0,4.329265686583781,0.0,10.3,0.025,4.329265686583781,1.2179355035818749,0.7533684194087982,0.6164019700156199,9.263685455322266,437.4584669582322
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,74,6.225009789916664,0.8852856435378392,0.38294127454360327,1.0,1.4822617769241333,nan,1000.0,1.0,1.0,30546,646,0,128,8.178420901201434,nan,6.741968250274658,nan,0.6167892151979719,0.0,0.7617287596066793,0.0,6642.0902783806705,0.0,0.6167892151979719,0.0,139.1092976888021,0.0,139.1092976888021,0.0,4.397959820051237,0.0,8.533333333333333,0.0,4.397959820051237,1.1957400762823993,0.7617287596066793,0.6167892151979719,6.955464884440104,332.10451391903354
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,75,6.225009789916664,0.8853386453787486,0.3829212909936905,1.0,1.6147938668727875,nan,1000.0,1.0,1.0,30444,544,0,104,8.359164906104846,nan,6.937059743063791,nan,0.6303057816225609,0.0,0.7074393672602517,0.0,6725.6955148861725,0.0,0.6303057816225609,0.0,142.29325539725167,0.0,142.29325539725167,0.0,4.438449183640367,0.0,7.428571428571429,0.0,4.438449183640367,1.195973180548289,0.7074393672602517,0.6303057816225609,6.6403519185384114,313.8657906946881
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,76,6.479475910935499,0.8852616453170776,0.38293969810009004,1.0,1.8856542129069567,nan,1000.0,1.0,1.0,30489,589,0,122,8.67448490535057,nan,7.246887743473053,nan,0.6060311747617628,0.0,0.7893166281282902,0.0,6585.631117611037,0.0,0.6060311747617628,0.0,136.59843826293945,0.0,136.59843826293945,0.0,4.496767667164715,0.0,7.625,0.0,4.496767667164715,1.1840093892612604,0.7893166281282902,0.6060311747617628,7.285250040690104,351.23365960592196
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,77,6.479475910935499,0.885222976009051,0.382912435233593,1.0,1.7589596755364363,nan,1000.0,1.0,1.0,30241,341,0,186,8.532306305862015,nan,7.1757875610800355,nan,0.6094427821838548,0.0,0.7338713197147145,0.0,6715.424631324412,0.0,0.6094427821838548,0.0,137.42724609375,0.0,137.42724609375,0.0,4.550442646404909,0.0,10.941176470588236,0.0,4.550442646404909,1.18602580119572,0.7338713197147145,0.6094427821838548,7.7875439453125,380.54072910838335
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,78,6.479475910935499,0.8852383112907409,0.38291500478982926,1.0,1.972719208760695,nan,1000.0,1.0,1.0,30513,613,0,48,9.042535240172036,nan,7.655765836889094,nan,0.6002290721471661,0.0,0.7782405343922701,0.0,6642.9046437697725,0.0,0.6002290721471661,0.0,135.13655922629616,0.0,135.13655922629616,0.0,4.574336350780727,0.0,4.363636363636363,0.0,4.574336350780727,1.1972229539621646,0.7782405343922701,0.6002290721471661,4.955007171630859,243.5731702715583
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,79,6.479475910935499,0.8852543103694915,0.382914850016435,1.0,1.4918721169233322,nan,1000.0,1.0,1.0,30375,475,0,148,8.158304143089376,nan,6.953342467546463,nan,0.6027358792608326,0.0,0.7715440578758717,0.0,6787.351140095787,0.0,0.6027358792608326,0.0,135.99037265777588,0.0,135.99037265777588,0.0,4.6384679132728674,0.0,9.25,0.0,4.6384679132728674,1.173183318418327,0.7715440578758717,0.6027358792608326,7.25281987508138,361.9920608051086
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,80,6.479475910935499,0.8852589762210846,0.3828861532608668,1.0,1.5084235854446888,nan,1000.0,1.0,1.0,30373,473,0,152,8.244542316240862,nan,7.073845595121384,nan,0.6100602479115992,0.0,0.7275819275528193,0.0,6921.521930984289,0.0,0.6100602479115992,0.0,137.58099746704102,0.0,137.58099746704102,0.0,4.6833645267938655,0.0,9.5,0.0,4.6833645267938655,1.1758326608850946,0.7275819275528193,0.6100602479115992,7.3376531982421875,369.1478363191621
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,81,6.479475910935499,0.8852699770530065,0.3828046727180481,1.0,1.5310803055763245,nan,1000.0,1.0,1.0,30529,629,0,86,7.789009631534604,nan,6.727699143545968,nan,0.6062634689969134,0.0,0.7556213970695224,0.0,7249.735854411891,0.0,0.6062634689969134,0.0,136.8456311907087,0.0,136.8456311907087,0.0,4.726752733133487,0.0,6.142857142857143,0.0,4.726752733133487,1.1677050775619224,0.7556213970695224,0.6062634689969134,6.386129455566406,338.32100653922157
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,82,6.479475910935499,0.8852756450573603,0.38272806177536645,1.0,1.4859973073005677,nan,1000.0,1.0,1.0,30012,112,0,12,7.714720723050729,nan,6.708104610443115,nan,0.6002290721471661,0.0,0.7395875692367554,0.0,6995.31087415533,0.0,0.6002290721471661,0.0,135.49668884277344,0.0,135.49668884277344,0.0,4.7393393116398554,0.0,2.4,0.0,4.7393393116398554,1.1692987363835,0.7395875692367554,0.6002290721471661,2.2582781473795572,116.58851456925547
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,83,6.479475910935499,0.8852876450618108,0.38283831506967547,1.0,1.960670296351115,nan,1000.0,1.0,1.0,30394,494,0,114,8.290215414923555,nan,7.25672607421875,nan,0.602570451114867,0.0,0.7927266319592794,0.0,7068.055079595199,0.0,0.602570451114867,0.0,135.82064005533854,0.0,135.82064005533854,0.0,4.781643074972135,0.0,7.6,0.0,4.781643074972135,1.1695539784842033,0.7927266319592794,0.602570451114867,6.791032002766927,353.4027539797599
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,84,6.479475910935499,0.8852716445922851,0.38295087466637295,1.0,1.6665194375174386,nan,1000.0,1.0,1.0,30661,761,0,86,7.9645937475553925,nan,7.018330880573818,nan,0.601764274584604,0.0,0.757705169064658,0.0,7207.816516963799,0.0,0.601764274584604,0.0,135.7529296875,0.0,135.7529296875,0.0,4.819751321459548,0.0,6.142857142857143,0.0,4.819751321459548,1.1720422458371653,0.757705169064658,0.601764274584604,6.33513671875,336.36477079164393
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,85,6.479475910935499,0.8852826448281607,0.3830002045631409,1.0,1.9394519155224164,nan,1000.0,1.0,1.0,30150,250,0,98,8.15322365305803,nan,7.232606927553813,nan,0.6002290721471661,0.0,0.7860851486523946,0.0,7168.08664761562,0.0,0.6002290721471661,0.0,135.42180887858072,0.0,135.42180887858072,0.0,4.854390888382175,0.0,8.166666666666666,0.0,4.854390888382175,1.1682295022570401,0.7860851486523946,0.6002290721471661,5.416872355143229,286.72346590462473
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,86,6.561826738684042,0.8852489789326986,0.38314896961053213,1.0,2.0769320130348206,nan,1000.0,1.0,1.0,30299,399,0,56,8.711836835188153,nan,7.779837695035067,nan,0.6002290721471661,0.0,0.7651437033306469,0.0,7119.551734010142,0.0,0.6002290721471661,0.0,135.4208415638317,0.0,135.4208415638317,0.0,4.879070657396831,0.0,5.090909090909091,0.0,4.879070657396831,1.1753645310130687,0.7651437033306469,0.6002290721471661,4.965430857340495,261.0502302470386
