algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,nsr_honest,nsr_attacker,eps_n_honest,eps_n_attacker,balance_kept_honest,balance_kept_attacker,balance_local_norm_honest,balance_local_norm_attacker,noise_norm_honest,noise_norm_attacker,sigma_n_honest,sigma_n_attacker,sigma_dp_honest,sigma_dp_attacker,n_dp_norm_honest,n_dp_norm_attacker,balance_threshold_honest,balance_threshold_attacker,trust_honest,trust_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,87,6.9815192596714475,0.8852373109261195,0.3832179422179858,1.0,1.4839031831784681,nan,1000.0,1.0,1.0,30388,488,0,50,7235.062916960776,0.0,4.9131677984180895,0.0,4.545454545454546,0.0,6.943310477516868,nan,137.6883212002841,0.0,0.6102098127463537,0.0,0.6102098127463537,0.0,137.6883212002841,0.0,7.723434810507501,nan,0.7217926762320779,0.0,4.9131677984180895,1.1552261518732962,0.7217926762320779,0.6102098127463537,5.04857177734375,265.2856402885618
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,88,6.9815192596714475,0.8852366437514623,0.3833575749397278,1.0,2.1051796793937685,nan,1000.0,1.0,1.0,30189,289,0,52,7413.181516377985,0.0,4.935627811147982,0.0,5.2,0.0,7.86146297454834,nan,135.2835693359375,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.2835693359375,0.0,8.68664305978446,nan,0.7641325414180755,0.0,4.935627811147982,1.1587227773221078,0.7641325414180755,0.6002290721471661,4.509452311197917,247.10605054593276
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,89,6.9815192596714475,0.8852019764979681,0.3835004484653473,1.0,1.7208240444843586,nan,1000.0,1.0,1.0,30475,575,0,76,7607.364053039908,0.0,4.97918830697231,0.0,5.846153846153846,0.0,7.512443395761343,nan,135.29766845703125,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.29766845703125,0.0,8.245832702183092,nan,0.7393633264761704,0.0,4.97918830697231,1.1444960277969785,0.7393633264761704,0.6002290721471661,5.862898966471354,329.6524422983961
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,90,6.996501198618383,0.8851139775911967,0.38378679533799487,1.0,1.869375801604727,nan,1000.0,1.0,1.0,30680,780,0,276,7496.503012645266,0.0,5.050885506896499,0.0,12.0,0.0,7.409720047660496,nan,135.51773801057234,0.0,0.6002290721471659,0.0,0.6002290721471659,0.0,135.51773801057234,0.0,8.079040957784311,nan,0.7424428229746611,0.0,5.050885506896499,1.1213889676621873,0.7424428229746611,0.6002290721471659,10.389693247477213,574.7318976361372
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,91,6.996501198618383,0.8851559772094091,0.3839366369446119,1.0,1.8704779863357544,nan,1000.0,1.0,1.0,30129,229,0,52,7306.2293658668,0.0,5.077705782898722,0.0,5.2,0.0,7.338637638092041,nan,135.40508880615235,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.40508880615235,0.0,7.948371498574005,nan,0.7521016657352447,0.0,5.077705782898722,1.1175537062039418,0.7521016657352447,0.6002290721471661,4.513502960205078,243.54097886222667
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,92,6.996501198618383,0.8850986442963282,0.3841137186686198,1.0,1.8813950419425964,nan,1000.0,1.0,1.0,30284,384,0,156,7591.685059217691,0.0,5.110475625735008,0.0,9.75,0.0,7.231113702058792,nan,135.76923942565918,0.0,0.6011233964159834,0.0,0.6011233964159834,0.0,135.76923942565918,0.0,7.779874787274323,nan,0.7361551076173782,0.0,5.110475625735008,1.1220070806809805,0.7361551076173782,0.6011233964159834,7.241026102701823,404.8898698249435
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,93,7.340425741301432,0.8850576452414195,0.3844455394148827,1.0,2.1168413534760475,nan,1000.0,1.0,1.0,30408,508,0,126,7420.756462380822,0.0,5.13948385012702,0.0,7.875,0.0,8.138210535049438,nan,135.6128282546997,0.0,0.6006431292583398,0.0,0.6006431292583398,0.0,135.6128282546997,0.0,8.69763225264458,nan,0.7480153925716877,0.0,5.13948385012702,1.1315376460043722,0.7480153925716877,0.6006431292583398,7.232684173583984,395.77367799364384
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,94,7.340425741301432,0.8851336443424225,0.3844707096616427,1.0,1.5638979754664681,nan,1000.0,1.0,1.0,30316,416,0,54,7780.515166657901,0.0,5.17486645350616,0.0,4.909090909090909,0.0,7.065082636746493,nan,135.4480341131037,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.4480341131037,0.0,7.500566566825998,nan,0.7683458924293518,0.0,5.17486645350616,1.0970108444946944,0.7683458924293518,0.6002290721471661,4.966427917480469,285.2855561107897
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,95,7.340425741301432,0.8850839771827061,0.38471855521202086,1.0,1.6471758594638424,nan,1000.0,1.0,1.0,30556,656,0,192,7530.999761593707,0.0,5.224953114543567,0.0,10.105263157894736,0.0,7.195493748313503,nan,135.33554398386102,0.0,0.600229072147166,0.0,0.600229072147166,0.0,135.33554398386102,0.0,7.588258681469656,nan,0.716085611205352,0.0,5.224953114543567,1.0827796767546394,0.716085611205352,0.600229072147166,8.571251118977864,476.9633182342681
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,96,7.471844803018624,0.885015311439832,0.3850432793299357,1.0,1.5370362639427184,nan,1000.0,1.0,1.0,30539,639,0,276,7460.163573902972,0.0,5.27027218787137,0.0,13.8,0.0,7.228186297416687,nan,135.46642608642577,0.0,0.6002290721471659,0.0,0.6002290721471659,0.0,135.46642608642577,0.0,7.572086528399422,nan,0.7503004759550095,0.0,5.27027218787137,1.0750967057568006,0.7503004759550095,0.6002290721471659,9.031095072428386,497.34423826019804
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,97,7.471844803018624,0.8849719788630803,0.3851943436264992,1.0,1.7169390320777893,nan,1000.0,1.0,1.0,30567,667,0,154,7988.226787952944,0.0,5.311472722693906,0.0,8.555555555555555,0.0,7.269711812337239,nan,135.41342078314887,0.0,0.600229072147166,0.0,0.600229072147166,0.0,135.41342078314887,0.0,7.56498600534642,nan,0.7395851877000597,0.0,5.311472722693906,1.06657393292209,0.7395851877000597,0.600229072147166,8.124805246988933,479.29360727717653
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,98,7.471844803018624,0.884993977745374,0.38544661611318587,1.0,2.1750769913196564,nan,1000.0,1.0,1.0,30139,239,0,30,7947.809470394039,0.0,5.32792292826866,0.0,3.75,0.0,8.10515981912613,nan,135.23431396484375,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.23431396484375,0.0,8.378325337567679,nan,0.7906087413430214,0.0,5.32792292826866,1.0664289396954838,0.7906087413430214,0.6002290721471661,3.606248372395833,211.94158587717436
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,99,7.471844803018624,0.884985978603363,0.3856309085090955,1.0,1.7741627246141434,nan,1000.0,1.0,1.0,30280,380,0,70,7778.430877964404,0.0,5.344710629108155,0.0,5.833333333333333,0.0,7.531247854232788,nan,135.53145472208658,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.53145472208658,0.0,7.733343152081177,nan,0.7370631645123163,0.0,5.344710629108155,1.072626992871549,0.7370631645123163,0.6002290721471661,5.4212581888834634,311.1372351185761
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,100,7.471844803018624,0.8850236449639003,0.3858787157138189,1.0,2.0074325033596585,nan,1000.0,1.0,1.0,30253,353,0,112,8340.501152290364,0.0,5.373709764103099,0.0,8.0,0.0,7.377045018332345,nan,135.46146937779017,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.46146937779017,0.0,7.524670344503157,nan,0.772839639868055,0.0,5.373709764103099,1.0687079996228694,0.772839639868055,0.6002290721471661,6.321535237630209,389.22338710688365
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,101,7.471844803018624,0.8850466432174047,0.3859595388174057,1.0,1.644006249996332,nan,1000.0,1.0,1.0,30275,375,0,86,7899.141440265425,0.0,5.400342626159911,0.0,6.615384615384615,0.0,7.153867061321552,nan,135.4409907414363,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.4409907414363,0.0,7.248541228779966,nan,0.7060513129601111,0.0,5.400342626159911,1.0664833459029233,0.7060513129601111,0.6002290721471661,5.869109598795573,342.2961290781684
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,102,7.471844803018624,0.8849006434281667,0.3863893295327822,1.0,1.8599204175612505,nan,1000.0,1.0,1.0,30753,853,0,120,8116.152567764071,0.0,5.43388203867678,0.0,7.0588235294117645,0.0,7.769093681784237,nan,135.29143299775964,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.29143299775964,0.0,7.819604893856278,nan,0.7489555513157564,0.0,5.43388203867678,1.0630227573854472,0.7489555513157564,0.6002290721471661,7.666514536539713,459.91531217329737
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,103,7.471844803018624,0.8848763114213943,0.3866279726227125,1.0,1.7146173334783978,nan,1000.0,1.0,1.0,30512,612,0,160,8469.564000290578,0.0,5.484887829086682,0.0,8.88888888888889,0.0,7.352838887108697,nan,135.39944203694662,0.0,0.600229072147166,0.0,0.600229072147166,0.0,135.39944203694662,0.0,7.351470263148111,nan,0.7519965204927657,0.0,5.484887829086682,1.0099030531738615,0.7519965204927657,0.600229072147166,8.123966522216797,508.17384001743466
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,104,7.471844803018624,0.884881643652916,0.386842021048069,1.0,1.7580111781756083,nan,1000.0,1.0,1.0,30560,660,0,104,8386.71185507705,0.0,5.513259649568275,0.0,6.933333333333334,0.0,7.356330426534017,nan,135.35872395833334,0.0,0.6002290721471663,0.0,0.6002290721471663,0.0,135.35872395833334,0.0,7.306091159300768,nan,0.7338420629501343,0.0,5.513259649568275,1.0089808422103241,0.7338420629501343,0.6002290721471663,6.767936197916667,419.33559275385244
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,105,7.471844803018624,0.8849179762601852,0.38707834472258884,1.0,2.063432438032968,nan,1000.0,1.0,1.0,30067,167,0,26,8340.655218068412,0.0,5.529862887029766,0.0,3.7142857142857144,0.0,7.738106046404157,nan,135.49627031598772,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.49627031598772,0.0,7.634194825079969,nan,0.7974140133176532,0.0,5.529862887029766,1.0012148828324643,0.7974140133176532,0.6002290721471661,3.16157964070638,194.6152884215963
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,106,7.471844803018624,0.8848403100172678,0.3873775801062584,1.0,1.7164940999613867,nan,1000.0,1.0,1.0,30362,462,0,182,8576.633599356071,0.0,5.554471462968577,0.0,10.11111111111111,0.0,7.550051954057482,nan,135.8223910861545,0.0,0.6018420418803301,0.0,0.6018420418803301,0.0,135.8223910861545,0.0,7.399173403905105,nan,0.7111662609709634,0.0,5.554471462968577,1.0122998831593621,0.7111662609709634,0.6018420418803301,8.14934346516927,514.5980159613642
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,107,7.471844803018624,0.8847796434164047,0.38783944338560106,1.0,2.1713033579289913,nan,1000.0,1.0,1.0,30398,498,0,136,8363.893608443404,0.0,5.576902118170145,0.0,8.5,0.0,8.126925259828568,nan,135.51004314422607,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.51004314422607,0.0,7.911598408479268,nan,0.7443167380988598,0.0,5.576902118170145,1.0225463161347061,0.7443167380988598,0.6002290721471661,7.2272023010253905,446.07432578364825
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,108,7.471844803018624,0.884634644985199,0.3883155829707782,1.0,2.2545480330785117,nan,1000.0,1.0,1.0,30405,505,0,64,8550.011367431374,0.0,5.593374014534089,0.0,5.333333333333333,0.0,8.344289064407349,nan,135.63997650146484,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.63997650146484,0.0,8.069228481090287,nan,0.739739348491033,0.0,5.593374014534089,1.030725576350418,0.739739348491033,0.6002290721471661,5.425599060058594,342.00045469725484
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,109,7.471844803018624,0.8845563107728958,0.38887453029553093,1.0,2.0711238453021417,nan,1000.0,1.0,1.0,30918,1018,0,318,8526.942809522785,0.0,5.645491927940045,0.0,12.23076923076923,0.0,7.866621054135836,nan,135.38893655630258,0.0,0.600229072147166,0.0,0.600229072147166,0.0,135.38893655630258,0.0,7.556759587932135,nan,0.7705536691042093,0.0,5.645491927940045,1.017784048707817,0.7705536691042093,0.600229072147166,11.733707834879556,739.0017101586415
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,110,7.471844803018624,0.8845226450761159,0.38936227798461914,1.0,2.149993230899175,nan,1000.0,1.0,1.0,30644,744,0,326,8853.242709846198,0.0,5.693471099622583,0.0,13.583333333333334,0.0,7.919833203156789,nan,135.46997197469076,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.46997197469076,0.0,7.557325259663263,nan,0.7541178079942862,0.0,5.693471099622583,1.0050710774234763,0.7541178079942862,0.6002290721471661,10.83759775797526,708.2594167876957
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,111,7.471844803018624,0.8844349789619446,0.3897156122326851,1.0,2.2310002701623097,nan,1000.0,1.0,1.0,30322,422,0,102,9159.04179933938,0.0,5.721501336204229,0.0,7.285714285714286,0.0,7.77035665512085,nan,135.4213420322963,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.4213420322963,0.0,7.365423712276622,nan,0.7876716596739632,0.0,5.721501336204229,0.995528904148699,0.7876716596739632,0.6002290721471661,6.319662628173828,427.42195063583773
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,112,7.471844803018624,0.8844243105252584,0.3899474912881851,1.0,2.070687785744667,nan,1000.0,1.0,1.0,30247,347,0,24,8180.2413007641335,0.0,5.732264518628935,0.0,3.0,0.0,7.758593261241913,nan,135.1713161468506,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.1713161468506,0.0,7.305407915414725,nan,0.7575068026781082,0.0,5.732264518628935,1.0026937574815498,0.7575068026781082,0.6002290721471661,3.6045684305826824,218.1397680203769
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,113,7.471844803018624,0.8842976450920105,0.3905517221490542,1.0,2.258677840232849,nan,1000.0,1.0,1.0,30261,361,0,140,8741.974048628792,0.0,5.758174702405506,0.0,8.75,0.0,8.854082703590393,nan,135.5589780807495,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.5589780807495,0.0,8.281514444876713,nan,0.7138382159173489,0.0,5.758174702405506,1.0050582265669472,0.7138382159173489,0.6002290721471661,7.22981216430664,466.23861592686893
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,114,7.471844803018624,0.8842363103230795,0.3909861015280088,1.0,2.086696759859721,nan,1000.0,1.0,1.0,30662,762,0,108,8832.591507115323,0.0,5.782470232755085,0.0,7.2,0.0,8.146070861816407,nan,135.51789042154948,0.0,0.6002290721471663,0.0,0.6002290721471663,0.0,135.51789042154948,0.0,7.568661398711991,nan,0.7293185432751973,0.0,5.782470232755085,1.0053107421386849,0.7293185432751973,0.6002290721471663,6.775894521077474,441.6295753557662
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,115,7.471844803018624,0.8841989799340566,0.3913379654288292,1.0,1.9305901567141215,nan,1000.0,1.0,1.0,30424,524,0,110,9046.516050797158,0.0,5.806311836511107,0.0,7.333333333333333,0.0,8.055347983042399,nan,135.61760355631512,0.0,0.6002290721471663,0.0,0.6002290721471663,0.0,135.61760355631512,0.0,7.434639291432083,nan,0.708256987730662,0.0,5.806311836511107,1.0094422763547442,0.708256987730662,0.6002290721471663,6.780880177815755,452.3258025398579
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,116,7.546146081289427,0.8840979768832524,0.39211133182048796,1.0,2.2540294636379588,nan,1000.0,1.0,1.0,30395,495,0,286,8945.764746839362,0.0,5.841102164656143,0.0,13.0,0.0,8.52342438697815,nan,135.25557708740234,0.0,0.6002290721471659,0.0,0.6002290721471659,0.0,135.25557708740234,0.0,7.814377951792647,nan,0.7335365550084547,0.0,5.841102164656143,1.0126232438693454,0.7335365550084547,0.6002290721471659,9.918742319742838,656.0227481015532
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,117,7.546146081289427,0.8841346430778504,0.3922610672314962,1.0,1.8660493601452222,nan,1000.0,1.0,1.0,30286,386,0,54,9497.702154853445,0.0,5.872066368785063,0.0,4.909090909090909,0.0,7.375900615345348,nan,135.37337424538353,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.37337424538353,0.0,6.717382206250415,nan,0.7592131658033892,0.0,5.872066368785063,0.9774430726570641,0.7592131658033892,0.6002290721471661,4.963690388997396,348.2490790112929
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,118,7.548987045660496,0.8838809762398402,0.3932934964696566,1.0,2.4732985639572145,nan,1000.0,1.0,1.0,30843,943,0,320,8640.392138099873,0.0,5.9151235484354885,0.0,12.8,0.0,9.069995937347413,nan,135.46704833984376,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.46704833984376,0.0,8.205344115804191,nan,0.7528920960426331,0.0,5.9151235484354885,0.9681490948215704,0.7528920960426331,0.6002290721471661,11.28892069498698,720.0326781749894
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,119,7.548987045660496,0.883865644534429,0.3935921203096708,1.0,1.8699081987142563,nan,1000.0,1.0,1.0,30516,616,0,214,9259.677980157856,0.0,5.947235179479298,0.0,10.7,0.0,7.500488662719727,nan,135.43055572509766,0.0,0.6002290721471659,0.0,0.6002290721471659,0.0,135.43055572509766,0.0,6.740373602385638,nan,0.7615957707166672,0.0,5.947235179479298,0.9612752514614928,0.7615957707166672,0.6002290721471659,9.028703715006511,617.3118653438572
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,120,7.548987045660496,0.8837113106250762,0.39427975287040073,1.0,2.3177707535879954,nan,1000.0,1.0,1.0,30664,764,0,222,9008.59358428446,0.0,5.974957878011877,0.0,10.571428571428571,0.0,8.67191609882173,nan,135.43089149111793,0.0,0.6002290721471659,0.0,0.6002290721471659,0.0,135.43089149111793,0.0,7.741305042977914,nan,0.7632285753885905,0.0,5.974957878011877,0.9700891183067193,0.7632285753885905,0.6002290721471659,9.480162404378255,630.6015508999121
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,121,7.5966249028566235,0.8836579795678456,0.3949203304449717,1.0,2.412841705714955,nan,1000.0,1.0,1.0,30381,481,0,160,9040.771564434935,0.0,5.996569835477677,0.0,9.411764705882353,0.0,8.87813352136051,nan,135.31995705997244,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.31995705997244,0.0,7.87273239261448,nan,0.7432117953019983,0.0,5.996569835477677,0.9803873252205563,0.7432117953019983,0.6002290721471661,7.668130900065104,512.310388651313
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,122,7.5966249028566235,0.8835506431261698,0.3954676725467046,1.0,2.612576356300941,nan,1000.0,1.0,1.0,30331,431,0,80,9125.664233777281,0.0,6.013945405154618,0.0,6.153846153846154,0.0,8.878932879521297,nan,135.40400578425482,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.40400578425482,0.0,7.821126196750564,nan,0.7861690612939688,0.0,6.013945405154618,0.9817699886282735,0.7861690612939688,0.6002290721471661,5.867506917317709,395.44545013034883
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,123,7.5966249028566235,0.8834899775187175,0.3958651682734489,1.0,2.573908567428589,nan,1000.0,1.0,1.0,30164,264,0,44,8492.689434509766,0.0,6.023583583802269,0.0,4.888888888888889,0.0,9.892964628007677,nan,135.37514411078558,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.37514411078558,0.0,8.656447117034823,nan,0.7095522218280368,0.0,6.023583583802269,0.9850470827986444,0.7095522218280368,0.6002290721471661,4.061254323323568,254.78068303529298
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,124,7.5966249028566235,0.8835693114995956,0.3960092138250669,1.0,1.7182513409190707,nan,1000.0,1.0,1.0,30205,305,0,40,8920.555296071136,0.0,6.038958308224986,0.0,4.444444444444445,0.0,8.691240257687038,nan,135.3251020643446,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.3251020643446,0.0,7.554394891390768,nan,0.6587943517499499,0.0,6.038958308224986,0.981452540471971,0.6587943517499499,0.6002290721471661,4.059753061930339,267.6166588821341
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,125,7.5966249028566235,0.8835119781891505,0.3964660346508026,1.0,2.1910106261571247,nan,1000.0,1.0,1.0,30524,624,0,96,10392.106028410286,0.0,6.059942934274356,0.0,6.4,0.0,7.642506694793701,nan,135.44275410970053,0.0,0.6002290721471663,0.0,0.6002290721471663,0.0,135.44275410970053,0.0,6.5987011310392685,nan,0.7967023293177287,0.0,6.059942934274356,0.9843342961711372,0.7967023293177287,0.6002290721471663,6.772137705485026,519.6053014205143
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,126,7.5966249028566235,0.8835293120145797,0.3967479314406713,1.0,2.4186637848615646,nan,1000.0,1.0,1.0,30150,250,0,40,10094.15238722261,0.0,6.06934446904429,0.0,5.0,0.0,8.857490360736847,nan,135.30488395690918,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.30488395690918,0.0,7.59692821529147,nan,0.7735164687037468,0.0,6.06934446904429,0.9856050915079948,0.7735164687037468,0.6002290721471661,3.6081302388509116,269.17739699260295
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,127,7.629715276687557,0.8833036438624065,0.39769726624091467,1.0,2.5018725842237473,nan,1000.0,1.0,1.0,30356,456,0,134,9797.029770939678,0.0,6.099455376282659,0.0,8.375,0.0,9.615563452243805,nan,135.4249963760376,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.4249963760376,0.0,8.192317508662942,nan,0.7288024388253689,0.0,6.099455376282659,0.9670239467337579,0.7288024388253689,0.6002290721471661,7.222666473388672,522.5082544501162
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,128,7.629715276687557,0.8834156451622645,0.39780838280916214,1.0,1.515753095348676,nan,1000.0,1.0,1.0,30273,373,0,78,10764.323501092571,0.0,6.120221932458054,0.0,6.5,0.0,7.279335339864095,nan,135.43261082967123,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.43261082967123,0.0,6.160677400612137,nan,0.7344466249148051,0.0,6.120221932458054,0.9584203233155502,0.7344466249148051,0.6002290721471661,5.417304433186849,430.57294004370283
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,129,7.713724209672588,0.8832879769802093,0.3983635451396306,1.0,2.103835748301612,nan,1000.0,1.0,1.0,30533,633,0,160,9980.52993060225,0.0,6.142995342589139,0.0,8.88888888888889,0.0,8.288505474726358,nan,135.40364922417535,0.0,0.600229072147166,0.0,0.600229072147166,0.0,135.40364922417535,0.0,6.968152926607081,nan,0.763855066564348,0.0,6.142995342589139,0.9634798170272451,0.763855066564348,0.600229072147166,8.124218953450521,598.831795836135
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,130,7.713724209672588,0.8832359786828359,0.3988720128933589,1.0,2.3944846283305776,nan,1000.0,1.0,1.0,30290,390,0,62,9873.973202075511,0.0,6.158998143922599,0.0,5.636363636363637,0.0,9.205073530023748,nan,135.35839150168678,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.35839150168678,0.0,7.6872925694460115,nan,0.7558430108157072,0.0,6.158998143922599,0.9615344815693698,0.7558430108157072,0.6002290721471661,4.963141021728515,362.04568407610213
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,131,7.713724209672588,0.8832253114382426,0.3991675383845965,1.0,2.4878900159489024,nan,1000.0,1.0,1.0,30355,455,0,52,9998.54389028622,0.0,6.172270708005569,0.0,4.7272727272727275,0.0,9.258469061418014,nan,135.58178433504972,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.58178433504972,0.0,7.680509510017604,nan,0.7285856225273826,0.0,6.172270708005569,0.9664378966271804,0.7285856225273826,0.6002290721471661,4.971332092285156,366.61327597716144
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,132,7.716192718651392,0.8831249775489172,0.39970091472069424,1.0,2.161808455691618,nan,1000.0,1.0,1.0,30139,239,0,206,10015.626980931722,0.0,6.200426992731466,0.0,12.117647058823529,0.0,8.597319350523108,nan,135.38102273380056,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.38102273380056,0.0,7.084653495243481,nan,0.7198848619180567,0.0,6.200426992731466,0.9550086860735395,0.7198848619180567,0.6002290721471661,7.671591288248698,567.5521955861309
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,133,7.743342192070328,0.8829946442445119,0.40045513371626534,1.0,2.581601191969479,nan,1000.0,1.0,1.0,30550,650,0,136,9653.731274357146,0.0,6.222598215091209,0.0,8.0,0.0,9.861718402189368,nan,135.3892561968635,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.3892561968635,0.0,8.072589259310638,nan,0.7486898092662587,0.0,6.222598215091209,0.9561146344188998,0.7486898092662587,0.6002290721471661,7.672057851155599,547.0447722135716
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,134,7.754148099477941,0.882859644293785,0.40113063871860505,1.0,2.517622943719228,nan,1000.0,1.0,1.0,30537,637,0,100,10345.565569403847,0.0,6.248678274096818,0.0,6.666666666666667,0.0,9.452928352355958,nan,135.3819844563802,0.0,0.6002290721471663,0.0,0.6002290721471663,0.0,135.3819844563802,0.0,7.686547727539248,nan,0.7608094135920207,0.0,6.248678274096818,0.9389913607251646,0.7608094135920207,0.6002290721471663,6.76909922281901,517.2782784701925
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,135,7.754148099477941,0.8827983119090398,0.40171666701634723,1.0,2.417281500498454,nan,1000.0,1.0,1.0,30325,425,0,122,9854.256934085097,0.0,6.264741905176237,0.0,8.133333333333333,0.0,9.249431705474853,nan,135.54149068196614,0.0,0.6002290721471663,0.0,0.6002290721471663,0.0,135.54149068196614,0.0,7.471102856136408,nan,0.7446789423624675,0.0,6.264741905176237,0.9447794495177416,0.7446789423624675,0.6002290721471663,6.777074534098308,492.71284670425484
