algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,nsr_honest,nsr_attacker,sigma_n_honest,sigma_n_attacker,sigma_dp_honest,sigma_dp_attacker,eps_n_honest,eps_n_attacker,trust_honest,trust_attacker,n_dp_norm_honest,n_dp_norm_attacker,noise_norm_honest,noise_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,104,6.821590002735113,0.37600832295914494,nan,0.4185226776233193,nan,nan,1000.0,0.546495376705947,0.3067350762952451,11493,734,19067,30,nan,0.0,nan,0.0,nan,0.0,5.008842450754765,0.0,nan,0.0,nan,0.0,nan,0.0,5.008842450754765,0.9298201148512439,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,105,6.821590002735113,0.3718379910538594,nan,0.45894805520893567,nan,nan,1000.0,0.4311001642036124,0.3324860574860575,11638,182,18429,11,nan,0.0,nan,0.0,nan,0.0,5.018483111684045,0.0,nan,0.0,nan,0.0,nan,0.0,5.018483111684045,0.9229167258736712,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,106,6.821590002735113,0.3589133238295714,nan,0.3760738764713204,nan,nan,1000.0,0.32135065665823503,0.2958200411273969,11544,544,18818,100,nan,0.0,nan,0.0,nan,0.0,5.027204933520161,0.0,nan,0.0,nan,0.0,nan,0.0,5.027204933520161,0.9260590099801904,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,107,6.821590002735113,0.35102565720677376,nan,0.3734595857618368,nan,nan,1000.0,0.42882177535255406,0.28249030261684377,11528,592,18870,42,nan,0.0,nan,0.0,nan,0.0,5.030735084300676,0.0,nan,0.0,nan,0.0,nan,0.0,5.030735084300676,0.9277796590736871,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,108,6.821590002735113,0.34271832453707857,nan,0.44305245992873965,nan,nan,1000.0,0.6047359789295274,0.3140866474095127,11547,543,18858,26,nan,0.0,nan,0.0,nan,0.0,5.038261658955524,0.0,nan,0.0,nan,0.0,nan,0.0,5.038261658955524,0.9299259190222005,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,109,6.821590002735113,0.3218196589003007,nan,0.28906159231200085,nan,nan,1000.0,0.33838296585520145,0.21077478686578585,11334,1264,19584,72,nan,0.0,nan,0.0,nan,0.0,5.065581888826187,0.0,nan,0.0,nan,0.0,nan,0.0,5.065581888826187,0.9107110144803787,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,110,6.821590002735113,0.2969336591164271,nan,0.2996293241968967,nan,nan,1000.0,0.2990000504643017,0.24401158229363012,11424,936,19220,134,nan,0.0,nan,0.0,nan,0.0,5.088860711661806,0.0,nan,0.0,nan,0.0,nan,0.0,5.088860711661806,0.9013789066118765,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,111,6.821590002735113,0.2914049922178189,nan,0.37598638842510534,nan,nan,1000.0,0.38521918121075915,0.2971085339189334,11564,485,18758,39,nan,0.0,nan,0.0,nan,0.0,5.1006623112970395,0.0,nan,0.0,nan,0.0,nan,0.0,5.1006623112970395,0.8915629179201663,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,112,6.821590002735113,0.29170499252776305,nan,0.4782134616887429,nan,nan,1000.0,0.7259931385385106,0.3374044647770057,11593,365,18654,6,nan,0.0,nan,0.0,nan,0.0,5.1006623112970395,0.0,nan,0.0,nan,0.0,nan,0.0,5.1006623112970395,0.8915629179201663,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,113,6.821590002735113,0.2833889925479889,nan,0.3612186145345644,nan,nan,1000.0,0.38897712698556086,0.3006139168691234,11562,444,18699,57,nan,0.0,nan,0.0,nan,0.0,5.112003020209965,0.0,nan,0.0,nan,0.0,nan,0.0,5.112003020209965,0.8895986067023649,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,114,6.821590002735113,0.27738665975630283,nan,0.40658352360094735,nan,nan,1000.0,0.5887573494510492,0.29037490434394697,11459,853,19203,17,nan,0.0,nan,0.0,nan,0.0,5.11822161460333,0.0,nan,0.0,nan,0.0,nan,0.0,5.11822161460333,0.8889180949670649,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,115,6.821590002735113,0.2688063264638185,nan,0.43700126947813195,nan,nan,1000.0,0.4343563764272764,0.3137319687967582,11543,589,18881,45,nan,0.0,nan,0.0,nan,0.0,5.128027824251282,0.0,nan,0.0,nan,0.0,nan,0.0,5.128027824251282,0.8873149457892378,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,116,6.821590002735113,0.2563806599378586,nan,0.29711864481031813,nan,nan,1000.0,0.30038794202611674,0.2588618622016915,11516,657,18879,124,nan,0.0,nan,0.0,nan,0.0,5.142501301806442,0.0,nan,0.0,nan,0.0,nan,0.0,5.142501301806442,0.881251280259773,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,117,6.821590002735113,0.24738399416208268,nan,0.4443611548776895,nan,nan,1000.0,0.45088969980051574,0.32598136027251884,11586,411,18700,29,nan,0.0,nan,0.0,nan,0.0,5.167826483396123,0.0,nan,0.0,nan,0.0,nan,0.0,5.167826483396123,0.8486415893592301,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,118,6.821590002735113,0.2419909936686357,nan,0.38352886578836715,nan,nan,1000.0,0.39018353464471367,0.3112336663426331,11397,1139,19446,124,nan,0.0,nan,0.0,nan,0.0,5.181612682669385,0.0,nan,0.0,nan,0.0,nan,0.0,5.181612682669385,0.8312510747727533,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,119,6.821590002735113,0.23571932705740134,nan,0.35964150597671624,nan,nan,1000.0,0.34120842678341,0.26740070910080344,11490,753,19026,77,nan,0.0,nan,0.0,nan,0.0,5.189421461239776,0.0,nan,0.0,nan,0.0,nan,0.0,5.189421461239776,0.8282570105401158,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,120,6.821590002735113,0.2322113276273012,nan,0.38371670884153897,nan,nan,1000.0,0.4165470346699281,0.3049236216600614,11447,905,19217,81,nan,0.0,nan,0.0,nan,0.0,5.193004002489973,0.0,nan,0.0,nan,0.0,nan,0.0,5.193004002489973,0.8295810744829265,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,121,6.821590002735113,0.23156932738920052,nan,0.3843426430534846,nan,nan,1000.0,0.3832689764388002,0.2909966567410194,11537,576,18844,65,nan,0.0,nan,0.0,nan,0.0,5.193004002489973,0.0,nan,0.0,nan,0.0,nan,0.0,5.193004002489973,0.8295810744829265,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,122,6.821590002735113,0.22489766036470732,nan,0.4093399005640301,nan,nan,1000.0,0.45800725329261316,0.32374550458141793,11562,480,18769,31,nan,0.0,nan,0.0,nan,0.0,5.19709775232835,0.0,nan,0.0,nan,0.0,nan,0.0,5.19709775232835,0.8303641139184653,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,123,6.821590002735113,0.2256349948545297,nan,0.3885416643961571,nan,nan,1000.0,0.37436656002964247,0.2729862953138815,11611,289,18553,19,nan,0.0,nan,0.0,nan,0.0,5.19709775232835,0.0,nan,0.0,nan,0.0,nan,0.0,5.19709775232835,0.8303641139184653,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,124,6.821590002735113,0.21848166110614936,nan,0.4774530060626052,nan,nan,1000.0,0.5187049137049137,0.3351381678563703,11600,326,18605,19,nan,0.0,nan,0.0,nan,0.0,5.204835441589369,0.0,nan,0.0,nan,0.0,nan,0.0,5.204835441589369,0.8291961875375604,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,125,6.821590002735113,0.21597899444401264,nan,0.4204652645632914,nan,nan,1000.0,0.5644689429027241,0.29974314769083404,11492,702,19032,18,nan,0.0,nan,0.0,nan,0.0,5.207633391729285,0.0,nan,0.0,nan,0.0,nan,0.0,5.207633391729285,0.8297072256433669,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,126,6.821590002735113,0.21467732794582844,nan,0.4191571110288261,nan,nan,1000.0,0.485369532428356,0.32256897562025993,11607,281,18543,9,nan,0.0,nan,0.0,nan,0.0,5.207633391729285,0.0,nan,0.0,nan,0.0,nan,0.0,5.207633391729285,0.8297072256433669,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,127,6.821590002735113,0.20804199491937955,nan,0.3948401281165409,nan,nan,1000.0,0.38571891696891697,0.29775928710819166,11550,538,18806,52,nan,0.0,nan,0.0,nan,0.0,5.220718399153219,0.0,nan,0.0,nan,0.0,nan,0.0,5.220718399153219,0.8154311766907877,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,128,6.821590002735113,0.2013309953858455,nan,0.3510796893000283,nan,nan,1000.0,0.4482409219103691,0.24887501733196535,11569,427,18704,24,nan,0.0,nan,0.0,nan,0.0,5.2292692626245945,0.0,nan,0.0,nan,0.0,nan,0.0,5.2292692626245945,0.8114397172220311,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,129,6.821590002735113,0.19837332809964817,nan,0.38162726341260916,nan,nan,1000.0,0.4089419262284537,0.28903451562156557,11495,739,19038,54,nan,0.0,nan,0.0,nan,0.0,5.230668237694553,0.0,nan,0.0,nan,0.0,nan,0.0,5.230668237694553,0.81261071411453,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,130,6.821590002735113,0.19670532830059528,nan,0.4523062700733081,nan,nan,1000.0,0.48032246957557095,0.32400791412888186,11575,430,18715,22,nan,0.0,nan,0.0,nan,0.0,5.235526342312764,0.0,nan,0.0,nan,0.0,nan,0.0,5.235526342312764,0.8091162579315841,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,131,6.821590002735113,0.19303199502329033,nan,0.4176790104426454,nan,nan,1000.0,0.5912094669252675,0.3261788134466153,11562,495,18793,12,nan,0.0,nan,0.0,nan,0.0,5.23832429245268,0.0,nan,0.0,nan,0.0,nan,0.0,5.23832429245268,0.8101597196892442,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,132,6.821590002735113,0.18449299494425456,nan,0.3666824793195206,nan,nan,1000.0,0.22959994026786223,0.32946770662287905,11601,340,18538,105,nan,0.0,nan,0.0,nan,0.0,5.25063466882192,0.0,nan,0.0,nan,0.0,nan,0.0,5.25063466882192,0.8012498962642507,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,133,6.821590002735113,0.18294766229887804,nan,0.41282662406566106,nan,nan,1000.0,0.4431132262583613,0.29650363922261025,11496,743,19054,43,nan,0.0,nan,0.0,nan,0.0,5.255109099212965,0.0,nan,0.0,nan,0.0,nan,0.0,5.255109099212965,0.7981282710669926,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,134,6.821590002735113,0.17735966252783933,nan,0.41167526570602786,nan,nan,1000.0,0.5459378445856247,0.29543067640326254,11500,711,19037,26,nan,0.0,nan,0.0,nan,0.0,5.265048152754634,0.0,nan,0.0,nan,0.0,nan,0.0,5.265048152754634,0.7846969440680285,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,135,6.900154084979923,0.1760773288210233,nan,0.42526760321823787,nan,nan,1000.0,0.3616921207577492,0.31487594398778607,11566,495,18759,52,nan,0.0,nan,0.0,nan,0.0,5.266447127824592,0.0,nan,0.0,nan,0.0,nan,0.0,5.266447127824592,0.787232584689172,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,136,6.900154084979923,0.1759716621041298,nan,0.42066745055327837,nan,nan,1000.0,0.5461267451463528,0.2960964815701391,11532,567,18881,14,nan,0.0,nan,0.0,nan,0.0,5.266447127824592,0.0,nan,0.0,nan,0.0,nan,0.0,5.266447127824592,0.787232584689172,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,137,6.900154084979923,0.17126132940252622,nan,0.43745124525057144,nan,nan,1000.0,0.524131300410825,0.3411157559971825,11461,875,19225,41,nan,0.0,nan,0.0,nan,0.0,5.271465062292884,0.0,nan,0.0,nan,0.0,nan,0.0,5.271465062292884,0.7861278100974258,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,138,6.900154084979923,0.16331232947607835,nan,0.4124979401199843,nan,nan,1000.0,0.4718292829747938,0.2961547174980651,11574,431,18711,32,nan,0.0,nan,0.0,nan,0.0,5.277017738705403,0.0,nan,0.0,nan,0.0,nan,0.0,5.277017738705403,0.7883937049281986,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,139,6.900154084979923,0.1541406628737847,nan,0.3962168540563124,nan,nan,1000.0,0.458759999900086,0.2862087780185167,11487,750,19064,35,nan,0.0,nan,0.0,nan,0.0,5.285872294391368,0.0,nan,0.0,nan,0.0,nan,0.0,5.285872294391368,0.7867152621572083,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,140,6.900154084979923,0.15499599588414034,nan,0.4217806412753647,nan,nan,1000.0,0.3430047317194653,0.2927186173126451,11596,378,18658,30,nan,0.0,nan,0.0,nan,0.0,5.285872294391368,0.0,nan,0.0,nan,0.0,nan,0.0,5.285872294391368,0.7867152621572083,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,141,6.900154084979923,0.15408299637337525,nan,0.36776711666798323,nan,nan,1000.0,0.3111996779388084,0.2914569546837753,11589,389,18622,76,nan,0.0,nan,0.0,nan,0.0,5.285872294391368,0.0,nan,0.0,nan,0.0,nan,0.0,5.285872294391368,0.7867152621572083,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,142,6.900154084979923,0.14985866285860538,nan,0.3939205503148674,nan,nan,1000.0,0.521838525410269,0.29359357300100447,11574,432,18714,24,nan,0.0,nan,0.0,nan,0.0,5.304660558832776,0.0,nan,0.0,nan,0.0,nan,0.0,5.304660558832776,0.7249331568632351,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,143,6.900154084979923,0.1498549963782231,nan,0.3630560122525886,nan,nan,1000.0,0.45214273015860024,0.27030499662242097,11555,531,18816,38,nan,0.0,nan,0.0,nan,0.0,5.304660558832776,0.0,nan,0.0,nan,0.0,nan,0.0,5.304660558832776,0.7249331568632351,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,144,6.900154084979923,0.14709132969379424,nan,0.42352460040036294,nan,nan,1000.0,0.6348302878737662,0.3051387011507719,11555,514,18815,10,nan,0.0,nan,0.0,nan,0.0,5.313732631046073,0.0,nan,0.0,nan,0.0,nan,0.0,5.313732631046073,0.7069527487214938,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,145,6.900154084979923,0.14439199628929297,nan,0.39360762569307894,nan,nan,1000.0,0.29691597653554175,0.3065234335693342,11591,390,18622,83,nan,0.0,nan,0.0,nan,0.0,5.316557566777923,0.0,nan,0.0,nan,0.0,nan,0.0,5.316557566777923,0.7058204669878635,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,146,6.900154084979923,0.13995699691275756,nan,0.387586017151397,nan,nan,1000.0,0.39655386101388906,0.29789864852397635,11519,669,18958,74,nan,0.0,nan,0.0,nan,0.0,5.32209484884983,0.0,nan,0.0,nan,0.0,nan,0.0,5.32209484884983,0.703311189622009,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,147,6.900154084979923,0.1372896632552147,nan,0.4015632959686999,nan,nan,1000.0,0.36988282866736827,0.2963580344172067,11507,719,19009,85,nan,0.0,nan,0.0,nan,0.0,5.323584260182882,0.0,nan,0.0,nan,0.0,nan,0.0,5.323584260182882,0.7035119736747939,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,148,6.900154084979923,0.13695299615462622,nan,0.4575469118601136,nan,nan,1000.0,0.602230724894202,0.3274871082806169,11493,762,19109,18,nan,0.0,nan,0.0,nan,0.0,5.323584260182882,0.0,nan,0.0,nan,0.0,nan,0.0,5.323584260182882,0.7035119736747939,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,149,6.900154084979923,0.13510866316656273,nan,0.39183797120526603,nan,nan,1000.0,0.4665739982625547,0.2800164082546166,11537,561,18852,22,nan,0.0,nan,0.0,nan,0.0,5.324983235252839,0.0,nan,0.0,nan,0.0,nan,0.0,5.324983235252839,0.7037741079616593,nan,nan,nan,nan
