algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,trust_honest,trust_attacker,eps_n_honest,eps_n_attacker,sigma_n_honest,sigma_n_attacker,noise_norm_honest,noise_norm_attacker,nsr_honest,nsr_attacker,balance_local_norm_honest,balance_local_norm_attacker,balance_kept_honest,balance_kept_attacker,balance_threshold_honest,balance_threshold_attacker,sigma_dp_honest,sigma_dp_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,40,4.799006968729102,0.7821292302012444,0.6169092585146427,nan,0.8740872107446194,6.20548971414566,1000.0,nan,nan,0,0,0,11506,0.6441956969598929,0.6265536077320576,2.3703955471484024,4.16912665252474,0.9088228028291625,0.9206486488925301,205.07849820454916,207.63155792236327,5780.98027834779,903.6767655975389,5.8601475556691485,106.03931350708008,38.5,105.82,8.91725916294292,161.35771855922394,0.9088228028291625,0.9206486488925301,205.07849820454916,207.63155792236327,2.7301417682236697,1.1766489831562457,0.6299682056471225,0.9183597754609104,51.37007949829101,458.2224064802017
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,41,4.844814299535405,0.7831049798429013,0.6143896748125554,nan,1.0578469475110372,6.041197471618652,1000.0,nan,nan,0,0,0,11824,0.6414921561876933,0.6057593974471093,2.4068509332688324,4.2043266623737345,0.9015740703581894,0.9252881246344385,203.2825200398763,208.7052423095703,5888.570549138176,889.9154961033277,5.91067271232605,109.14220275878907,38.03333333333333,106.83,8.934380674084085,164.975804703514,0.9015740703581894,0.9252881246344385,203.2825200398763,208.7052423095703,2.7663460790898124,1.1751058272223056,0.6140054186949363,0.9198156505706887,53.93799966430664,531.297332168956
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,42,4.894884406092121,0.7833467310667038,0.6127701599895954,nan,0.782505741890739,5.634009838104248,1000.0,nan,nan,0,0,0,10904,0.6979439153390772,0.5612442888319492,2.4458451261578738,4.236426224475246,0.8555118096473037,0.945329864513718,193.1067262537339,213.2384587097168,5711.8552941491025,900.9863437913259,5.817077047684613,112.16266891479492,32.705882352941174,103.48,8.734480111848045,168.41492606978946,0.8555118096473037,0.945329864513718,193.1067262537339,213.2384587097168,2.803961345821348,1.1682210638459456,0.5811066277261473,0.9322793779091961,49.21332043457031,374.4003487593347
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,43,4.927715551859636,0.7841924814879895,0.6105791193246841,nan,0.9257218170166016,5.713141832351685,1000.0,nan,nan,0,0,0,11320,0.704586992263794,0.5656654552370309,2.4902323681179324,4.269708465210069,0.8426779429552882,0.9330476662441392,190.00615112304686,210.56948165893556,5652.649888561207,904.0731103049108,5.941835823059082,114.98013076782226,33.64,104.79,8.862527492531754,171.49827096705164,0.8426779429552882,0.9330476662441392,190.00615112304686,210.56948165893556,2.846127587536359,1.1637370367282425,0.5934497626423836,0.914973721586369,51.61420388793945,463.4471164890424
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,44,4.9711474529875295,0.784768230766058,0.608690093755722,nan,0.947634306218889,5.764489850997925,1000.0,nan,nan,0,0,0,11092,0.6674648699937044,0.5674505960941315,2.548209215990027,4.307032695989038,0.8582011560968134,0.9226139911163233,193.58295751501012,208.1905731201172,5753.555178047235,888.4222632409662,5.960518519083659,117.83704727172852,28.85185185185185,103.13,8.831321447295968,174.5916633804588,0.8582011560968134,0.9226139911163233,193.58295751501012,208.1905731201172,2.8999739119898296,1.1527095621311965,0.5887134732223871,0.9089199238287107,52.09159432983398,488.37643226274395
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,45,5.033945270251035,0.7851939795911312,0.6070767547190189,nan,1.0595228958129883,5.536628515720367,1000.0,nan,nan,0,0,0,11818,0.6131662571430206,0.5419809380918741,2.564248123584,4.341185846171469,0.8842842360646014,0.9296739994737903,199.48371826171876,209.82288040161131,5995.9183019405955,883.3980621911593,5.966373538970947,120.72026969909668,43.52,107.3,8.781259156954347,177.67509305292813,0.8842842360646014,0.9296739994737903,199.48371826171876,209.82288040161131,2.919635668101494,1.1609190444830646,0.5562180019021035,0.9205960467919524,51.9387619934082,476.4755275352616
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,46,5.107179875042649,0.7858972306549549,0.6052906237542629,nan,1.0198988173156978,5.445600538253784,1000.0,nan,nan,0,0,0,10822,0.641076664129893,0.5302700830996037,2.5890641787554727,4.375959209710919,0.857866077432514,0.9278164598514737,193.46298522949218,209.17475006103516,5834.134703642427,875.151565260654,5.986675262451172,123.48856605529785,33.2,103.24,8.752593507013183,180.54181562596227,0.857866077432514,0.9278164598514737,193.46298522949218,209.17475006103516,2.9464431849465624,1.1631756696897158,0.5447231154079023,0.9186924969272615,47.6388395690918,350.0543541614037
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,47,5.257561373992492,0.7863339795172215,0.6037848302721978,nan,1.078721253999642,5.23423868060112,1000.0,nan,nan,0,0,0,12214,0.6224052299346242,0.5072213390469551,2.644408668237907,4.410840777350156,0.8609998560652455,0.9329900491396659,194.29555674961634,210.5844953918457,5886.353395220712,883.0020963981015,6.101396271160671,126.21230140686035,47.25,108.91,8.86104605421666,183.2978822668922,0.8609998560652455,0.9329900491396659,194.29555674961634,210.5844953918457,2.997695090060357,1.1566708984356397,0.5324178151786327,0.9172421944046363,52.997450256347655,506.2362094119801
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,48,5.385191756388497,0.7869142299890518,0.6022796210646629,nan,1.1510976012796164,5.148178050518036,1000.0,nan,nan,0,0,0,10528,0.6199482483789325,0.4965791031718254,2.659976500919365,4.446355886017227,0.8539531037360899,0.9302918818515681,192.7524995803833,209.821111907959,5838.94292664601,878.7988786038779,6.025478690862656,128.82900230407714,23.1875,101.57,8.692646521838068,185.85493970605611,0.8539531037360899,0.9302918818515681,192.7524995803833,209.821111907959,3.0172523779389375,1.1654205314576278,0.5135955369934954,0.9197623952149504,48.13230236816406,362.60594937344786
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,49,5.462921670727785,0.7873524805903435,0.600863727927208,nan,1.1482917806133628,4.824577904939652,1000.0,nan,nan,0,0,0,10732,0.6288315420970321,0.4632942181825638,2.6737481662519222,4.476297529278205,0.8400139881845017,0.9414265220371598,189.62020206451416,212.28521560668946,5732.545807439134,883.1879413408559,6.140140175819397,131.40417007446288,29.5,102.6,8.7992053745733,188.31040439663195,0.8400139881845017,0.9414265220371598,189.62020206451416,212.28521560668946,3.034258038857179,1.1768315657029995,0.4861269525155939,0.927438586333345,48.52488958740234,360.0790541062234
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,50,5.095841962213759,0.7870954796671867,0.6019174826145172,nan,0.994580286599341,4.8628431725502015,1000.0,nan,0.0,0,0,10579,843,0.5917035327071235,0.0,2.714051131693316,0.0,0.8541749853781194,0.0,192.65167744954428,0.0,5723.498874521155,0.0,6.1261798313685825,134.02832611083986,40.142857142857146,105.79,8.720865991750012,190.79476987048955,0.8541749853781194,0.0,192.65167744954428,0.0,2.714051131693316,1.0324473255024085,0.5917035327071235,0.8541749853781194,10.114213066101074,300.4836909123606
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.7880799800157547,0.5988049007952213,1.0,1.1009243989692015,27.824325017929077,1000.0,1.0,1.0,484,0,9900,588,0.5998976248152116,0.0,2.7411537679058005,0.0,0.8407552861830176,0.0,189.67053940716912,0.0,5841.151603307072,0.0,6.1800711575676415,137.4694438934326,6.117647058823529,103.84,8.73912700324299,194.39305772050815,0.8407552861830176,0.0,189.67053940716912,0.0,2.7411537679058005,1.0323477174242626,0.5998976248152116,0.8407552861830176,8.060997924804688,248.24894314055055
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.7884127306938171,0.5976460073888302,1.0,1.0316363958751453,169.65703804016113,1000.0,1.0,1.0,424,0,9760,412,0.612409003517207,0.0,2.777090375073308,0.0,0.8256229506671018,0.0,186.314868702608,0.0,5488.3838989177275,0.0,6.138832148383646,229.34736373901367,7.529411764705882,100.44,8.623132066379142,322.16104933218213,0.8256229506671018,0.0,186.314868702608,0.0,2.777090375073308,1.031750859863145,0.612409003517207,0.8256229506671018,7.91838191986084,233.25631570400344
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.7888774818181992,0.5963149052858353,1.0,0.8993620549639066,1225.7940649414063,1000.0,1.0,1.0,3119,0,7469,818,0.566022971438037,0.0,2.80733232497073,0.0,0.8446917888866615,0.0,190.34252166748047,0.0,5845.200516838497,0.0,6.090887467066447,1328.4737585449218,7.222222222222222,81.57,8.498935981070012,1853.68938228679,0.8446917888866615,0.0,190.34252166748047,0.0,2.80733232497073,1.0310848278997797,0.566022971438037,0.8446917888866615,8.565413475036621,263.0340232577323
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.7893834805488587,0.5951463072001935,1.0,1.0034303997571652,10385.410883789062,1000.0,1.0,1.0,1259,0,9442,1065,0.5072225590164845,0.0,2.82716785464924,0.0,0.8699134449164602,0.0,196.47660299447867,0.0,6083.167174473195,0.0,6.2610075657184305,11098.960268554687,10.153846153846153,102.43,8.678265131422805,15384.060613667836,0.8699134449164602,0.0,196.47660299447867,0.0,2.82716785464924,1.035100470800256,0.5072225590164845,0.8699134449164602,12.770979194641113,395.40586634075765
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,55,5.194253122102357,0.7893232291936875,0.5946039284765721,1.0,1.0443488319714864,76743.1019921875,1000.0,1.0,1.0,1562,0,8530,296,0.57992525100708,0.0,2.8439510652201188,0.0,0.819311857157582,0.0,184.62948404947917,0.0,5728.440419254205,0.0,6.155700588226319,83183.13921875,6.933333333333334,87.22,8.475608284136278,114532.4880179143,0.819311857157582,0.0,184.62948404947917,0.0,2.8439510652201188,1.0405213341208759,0.57992525100708,0.819311857157582,6.9236056518554685,214.81651572203268
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,56,5.230797496111827,0.7902589809894561,0.5926753750443459,1.0,0.7273087538778782,798354.51875,1000.0,1.0,1.0,300,0,9826,286,0.5570836886763573,0.0,2.8669855204417978,0.0,0.8266252094282255,0.0,186.5345713297526,0.0,5686.41920869759,0.0,6.000422994295756,852026.516875,5.0,100.52,8.20691544949864,1165336.1090328651,0.8266252094282255,0.0,186.5345713297526,0.0,2.8669855204417978,1.0381037643866924,0.5570836886763573,0.8266252094282255,5.596037139892578,170.5925762609277
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,57,5.260621960380233,0.7901689799129963,0.5922670730948448,1.0,0.7753435654938221,7316449.08,1000.0,1.0,1.0,781,0,9638,799,0.6725745701789856,0.0,2.96141038442781,0.0,0.7590217205678818,0.0,171.22578247070314,0.0,5568.610723952911,0.0,6.017986927032471,7878170.69,11.2,101.57,8.176247624754739,10703558.377998676,0.7590217205678818,0.0,171.22578247070314,0.0,2.96141038442781,1.0224391740854442,0.6725745701789856,0.7590217205678818,10.701611404418946,348.03817024705694
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,58,5.260621960380233,0.7906564791500569,0.5911829166114331,1.0,0.9504574978793109,79928434.72,1000.0,1.0,1.0,764,0,9899,1085,0.5959433869079307,0.0,3.023344441280314,0.0,0.7891164639083237,0.0,177.89781245478878,0.0,5868.607647879736,0.0,6.085834785743996,85328493.08,11.925925925925926,106.62,8.21348858099116,115159978.57639591,0.7891164639083237,0.0,177.89781245478878,0.0,3.023344441280314,1.019009157128011,0.5959433869079307,0.7891164639083237,12.008102340698242,396.13101623188214
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,59,5.260621960380233,0.790945729315281,0.5904342524707318,1.0,0.8001545004546642,792274821.12,1000.0,1.0,1.0,578,0,9900,722,0.49423409383744,0.0,3.0550125968739508,0.0,0.8369822155795195,0.0,188.80153732299806,0.0,5929.229006194585,0.0,6.09068124294281,853827344.64,7.2,104.78,8.165411462315658,1144675169.931145,0.8369822155795195,0.0,188.80153732299806,0.0,3.0550125968739508,1.0130133950661588,0.49423409383744,0.8369822155795195,9.440076866149901,296.4614503097293
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,60,5.260621960380233,0.7911819809675217,0.5898649017512798,1.0,1.0340730433954912,9233312128.0,1000.0,1.0,1.0,579,0,9900,683,0.5213523927856895,0.0,3.0783833973439076,0.0,0.811499012521803,0.0,183.0579968620749,0.0,5957.647265196116,0.0,6.303013801574707,9856551239.68,6.117647058823529,104.79,8.393926546054926,13126286837.993359,0.811499012521803,0.0,183.0579968620749,0.0,3.0783833973439076,1.023052854671889,0.5213523927856895,0.811499012521803,7.779964866638184,253.2000087708349
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,61,5.319697124045388,0.7912744785845279,0.5893837885558605,1.0,1.063916360077105,98456995020.8,1000.0,1.0,1.0,495,0,9900,659,0.6166811059964331,0.0,3.1272331775829776,0.0,0.7576147025348209,0.0,170.98033784565172,0.0,5592.146524290444,0.0,6.260437839909604,105932646809.6,8.631578947368421,103.95,8.281830115121693,140136553857.22397,0.7576147025348209,0.0,170.98033784565172,0.0,3.1272331775829776,1.0183401063305324,0.6166811059964331,0.7576147025348209,8.121566047668457,265.6269599037961
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,62,5.319697124045388,0.7918009798228741,0.5882566845417023,1.0,0.9676171473481439,1141004305694.72,1000.0,1.0,1.0,455,0,9900,667,0.5857816636562347,0.0,3.1801737488461423,0.0,0.7664331270852949,0.0,173.05461259321734,0.0,5624.177269105575,0.0,6.169894695281982,1219381985280.0,9.636363636363637,103.55,8.10781937625763,1602382111135.9888,0.7664331270852949,0.0,173.05461259321734,0.0,3.1801737488461423,1.0128105824964282,0.5857816636562347,0.7664331270852949,9.518003692626953,309.3297498008066
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,63,5.319697124045388,0.7921084815263748,0.5876154205203057,1.0,1.0802031026946173,11566619568373.76,1000.0,1.0,1.0,527,0,9900,853,0.5467373728752136,0.0,3.2240443512624135,0.0,0.7739957599164048,0.0,174.6239296242043,0.0,5743.663956228778,0.0,6.29946051703559,12465502787993.6,12.074074074074074,104.27,8.223077341122394,16271995553340.668,0.7739957599164048,0.0,174.6239296242043,0.0,3.2240443512624135,1.0266831516262762,0.5467373728752136,0.7739957599164048,11.78711524963379,387.6973170454426
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,64,5.319697124045388,0.7923294800519943,0.5870535913109779,1.0,1.4260255033555238,132114377405890.56,1000.0,1.0,1.0,1007,0,9900,1205,0.6395888937556226,0.0,3.2784911069570764,0.0,0.7205056285199056,0.0,162.39718495244566,0.0,5490.2511562124055,0.0,6.594554071841032,141240885617623.03,8.608695652173912,109.07,8.551083627813194,183145457816454.88,0.7205056285199056,0.0,162.39718495244566,0.0,3.2784911069570764,1.0359623891910268,0.6395888937556226,0.7205056285199056,9.337838134765626,315.68944148221334
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,65,5.327547557635795,0.7927524814009667,0.5862678243219852,1.0,1.102038244009018,1278984543021301.8,1000.0,1.0,1.0,780,0,9900,1018,0.5978632473945618,0.0,3.318518987636578,0.0,0.7319795701390746,0.0,165.1909844970703,0.0,5696.788128846856,0.0,6.24827917098999,1380526365186457.5,9.52,106.8,8.04823871042546,1778218518891208.2,0.7319795701390746,0.0,165.1909844970703,0.0,3.318518987636578,1.0478771578038377,0.5978632473945618,0.7319795701390746,10.324436531066894,356.0492580529285
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,66,5.327547557635795,0.7929919800162315,0.5856567019224167,1.0,1.0403318719731436,1.4728109200685138e+16,1000.0,1.0,1.0,276,0,9900,422,0.5687984956635369,0.0,3.340270675572476,0.0,0.7397184074428282,0.0,166.83594767252603,0.0,5839.385118110988,0.0,6.220513211356269,1.5738092729097256e+16,8.11111111111111,101.76,7.959235297633575,2.0137113918217996e+16,0.7397184074428282,0.0,166.83594767252603,0.0,3.340270675572476,1.0564637256956484,0.5687984956635369,0.7397184074428282,7.507617645263672,262.7723303149944
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,67,5.469611776013291,0.7929369802772999,0.5856104430556297,1.0,0.9049263373017311,1.4703866502596003e+17,1000.0,1.0,1.0,333,0,9900,571,0.5972104096277193,0.0,3.411967271719126,0.0,0.7298904427268876,0.0,164.68750554865056,0.0,5478.164899534531,0.0,6.346885486082598,1.587361088729514e+17,10.818181818181818,102.33,8.066970952573634,2.0175558267288397e+17,0.7298904427268876,0.0,164.68750554865056,0.0,3.411967271719126,1.040889124078398,0.5972104096277193,0.7298904427268876,9.05781280517578,301.29906947439923
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,68,5.469611776013291,0.7932854795455933,0.5849263073503971,1.0,1.1681475595191673,1.7345615009353513e+18,1000.0,1.0,1.0,528,0,9900,854,0.5819401470599351,0.0,3.475384192971036,0.0,0.72188033175687,0.0,162.7906748453776,0.0,5530.2185800852685,0.0,6.510945991233543,1.8528287525645478e+18,12.074074074074074,104.28,8.220507442089232,2.339320978837995e+18,0.72188033175687,0.0,162.7906748453776,0.0,3.475384192971036,1.0415056176649022,0.5819401470599351,0.72188033175687,10.988370552062989,373.28975415575565
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,69,5.469611776013291,0.7935549809038639,0.5844231376051903,1.0,0.7833327949047089,inf,1000.0,1.0,1.0,139,0,9900,191,0.6671776920557022,0.0,3.5144810967884275,0.0,0.6851902360456048,0.0,154.7227020263672,0.0,5617.944508696492,0.0,6.12242869536082,inf,4.333333333333333,100.39,7.678616420446654,inf,0.6851902360456048,0.0,154.7227020263672,0.0,3.5144810967884275,1.0286292822165217,0.6671776920557022,0.6851902360456048,4.641681060791016,168.53833526089474
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,70,5.469611776013291,0.7937079782783986,0.5838221065700054,1.0,1.2956791405494397,nan,1000.0,1.0,1.0,10223,323,0,70,0.5925900592253759,0.0,3.5465435842813555,0.0,0.699694930997201,0.0,157.93296813964844,0.0,5393.781382666566,0.0,6.492006852076604,nan,5.384615384615385,0.0,8.088032923281155,nan,0.699694930997201,0.0,157.93296813964844,0.0,3.5465435842813555,1.038063362905955,0.5925900592253759,0.699694930997201,5.132821464538575,175.29789493666343
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,71,5.469611776013291,0.7938777297735214,0.5837215809524059,1.0,1.0613517130122465,nan,1000.0,1.0,1.0,10377,477,0,118,0.5564777605673846,0.0,3.5740711132599694,0.0,0.7096993329229032,0.0,160.16257342170266,0.0,5526.670401678891,0.0,6.471151632421157,nan,6.9411764705882355,0.0,8.008482312002817,nan,0.7096993329229032,0.0,160.16257342170266,0.0,3.5740711132599694,1.0450354339388648,0.5564777605673846,0.7096993329229032,6.806909370422363,234.88349207135286
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,72,5.469611776013291,0.7940859793126583,0.5833189915120601,1.0,1.030479437426517,nan,1000.0,1.0,1.0,10221,321,0,150,0.48786596012742894,0.0,3.6115345054190597,0.0,0.7360346552218398,0.0,166.08779907226562,0.0,5795.015054162265,0.0,6.379437296014083,nan,7.894736842105263,0.0,7.8425215524797744,nan,0.7360346552218398,0.0,166.08779907226562,0.0,3.6115345054190597,1.0454415711532483,0.48786596012742894,0.7360346552218398,7.889170455932617,275.2632150727077
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,73,5.469611776013291,0.7943012313544751,0.5831353464722633,1.0,1.0696784620699675,nan,1000.0,1.0,1.0,10377,477,0,228,0.4808108965339868,0.0,3.6598284379979775,0.0,0.7325166711032626,0.0,165.24225384256115,0.0,5620.455230773309,0.0,6.587908703347911,nan,9.91304347826087,0.0,8.04499212378118,nan,0.7325166711032626,0.0,165.24225384256115,0.0,3.6598284379979775,1.0494759884697697,0.4808108965339868,0.7325166711032626,9.501429595947265,323.1761757694653
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,74,5.469611776013291,0.7942829799652099,0.5828423656523227,1.0,0.8814289812978945,nan,1000.0,1.0,1.0,10316,416,0,178,0.4898937368079236,0.0,3.7058023877022195,0.0,0.7269724571699951,0.0,163.80895112690172,0.0,5736.102981917218,0.0,6.34810367383455,nan,9.368421052631579,0.0,7.700639018430123,nan,0.7269724571699951,0.0,163.80895112690172,0.0,3.7058023877022195,1.03828659981379,0.4898937368079236,0.7269724571699951,7.780925178527832,272.4648916410678
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,75,5.469611776013291,0.7943619792163372,0.5828727979958057,1.0,1.3686347399887286,nan,1000.0,1.0,1.0,10345,445,0,154,0.5539986695113935,0.0,3.749766299691984,0.0,0.6830653553391928,0.0,154.0362091064453,0.0,5452.611141536545,0.0,6.603557988217003,nan,8.105263157894736,0.0,7.95729491096359,nan,0.6830653553391928,0.0,154.0362091064453,0.0,3.749766299691984,1.0554828783582089,0.5539986695113935,0.6830653553391928,7.316719932556152,258.9990292229859
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,76,5.469611776013291,0.7948117296397686,0.5820693290233612,1.0,1.195786318017377,nan,1000.0,1.0,1.0,10186,286,0,144,0.519982193907102,0.0,3.797764268527394,0.0,0.7033230083968134,0.0,158.57845645480685,0.0,5553.099688040902,0.0,6.651562611262004,nan,8.0,0.0,7.961883985349887,nan,0.7033230083968134,0.0,158.57845645480685,0.0,3.797764268527394,1.0605562136381685,0.519982193907102,0.7033230083968134,7.136030540466309,249.8894859618406
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,77,5.5145055917139665,0.7948864787817002,0.58217350050807,1.0,1.3584768970807393,nan,1000.0,1.0,1.0,10369,469,0,202,0.5624254658108666,0.0,3.851672929896617,0.0,0.6713110244022784,0.0,151.2970660981678,0.0,5298.634795199095,0.0,6.7704758644104,nan,9.619047619047619,0.0,8.050374041856495,nan,0.6713110244022784,0.0,151.2970660981678,0.0,3.851672929896617,1.073471242483919,0.5624254658108666,0.6713110244022784,7.943095970153808,278.17832674795244
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,78,5.5145055917139665,0.7951519790291787,0.5817121994495392,1.0,1.1933337833200182,nan,1000.0,1.0,1.0,10457,557,0,66,0.5116683979119573,0.0,3.873132294210661,0.0,0.6863533671447211,0.0,154.73268454415458,0.0,5108.953617968319,0.0,6.801051242010934,nan,4.714285714285714,0.0,8.032997199283404,nan,0.6863533671447211,0.0,154.73268454415458,0.0,3.873132294210661,1.0848500826236962,0.5116683979119573,0.6863533671447211,5.41564395904541,178.8133766288912
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,79,5.796668353665981,0.7952809791266918,0.5818116915225983,1.0,1.0372809124620337,nan,1000.0,1.0,1.0,10137,237,0,176,0.5340874830358907,0.0,3.9234133048080584,0.0,0.6748513298167853,0.0,152.16812133789062,0.0,5497.976530031722,0.0,6.52430910813181,nan,9.263157894736842,0.0,7.654922546400787,nan,0.6748513298167853,0.0,152.16812133789062,0.0,3.9234133048080584,1.0813378392027633,0.5340874830358907,0.6748513298167853,7.227985763549805,261.15388517650683
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,80,5.796668353665981,0.7952127286791801,0.5820182828605175,1.0,1.1620163836556932,nan,1000.0,1.0,1.0,10726,826,0,210,0.5263913528102896,0.0,3.977541072166825,0.0,0.6703840367756296,0.0,151.20995961064878,0.0,5217.187646298172,0.0,6.650113893591839,nan,9.130434782608695,0.0,7.750684499157267,nan,0.6703840367756296,0.0,151.20995961064878,0.0,3.977541072166825,1.0940238676812093,0.5263913528102896,0.6703840367756296,8.694572677612305,299.9882896621449
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,81,5.796668353665981,0.7955099794268609,0.5815747871994972,1.0,1.0929462062685114,nan,1000.0,1.0,1.0,10387,487,0,146,0.48649460939984573,0.0,4.015998907246195,0.0,0.6790306857656206,0.0,153.0938054134971,0.0,5379.138690755932,0.0,6.626529894377056,nan,7.684210526315789,0.0,7.671880693486335,nan,0.6790306857656206,0.0,153.0938054134971,0.0,4.015998907246195,1.1001378984808092,0.48649460939984573,0.6790306857656206,7.2719557571411135,255.50908781090675
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,82,5.796668353665981,0.795605231076479,0.5813286340236664,1.0,0.8539123858014742,nan,1000.0,1.0,1.0,9939,39,0,16,0.5175040612618128,0.0,4.037427123721283,0.0,0.6901350426304682,0.0,155.39073181152344,0.0,5247.560330371999,0.0,6.338413715362549,nan,2.6666666666666665,0.0,7.2895541260717325,nan,0.6901350426304682,0.0,155.39073181152344,0.0,4.037427123721283,1.085009382655168,0.5175040612618128,0.6901350426304682,2.3308609771728515,78.71340495558
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,83,5.889304297000697,0.7955887299776078,0.5818260677158833,1.0,1.203197706076834,nan,1000.0,1.0,1.0,10310,410,0,138,0.5328882655335797,0.0,4.082372381567667,0.0,0.6662748703348443,0.0,150.4303181966146,0.0,5309.507209721686,0.0,6.73789479997423,nan,7.666666666666667,0.0,7.697493162010155,nan,0.6662748703348443,0.0,150.4303181966146,0.0,4.082372381567667,1.0765026155293589,0.5328882655335797,0.6662748703348443,6.769364318847656,238.92782443747586
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,84,5.889304297000697,0.7957247300446033,0.5813884350657463,1.0,1.1773261690139771,nan,1000.0,1.0,1.0,10715,815,0,290,0.5762445252388716,0.0,4.14242055316324,0.0,0.6419296914065131,0.0,144.7964031982422,0.0,5356.603974117263,0.0,6.588828182220459,nan,11.6,0.0,7.47718234389361,nan,0.6419296914065131,0.0,144.7964031982422,0.0,4.14242055316324,1.0964177421410726,0.5762445252388716,0.6419296914065131,9.049775199890137,334.787748382329
