algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,trust_honest,trust_attacker,sigma_n_honest,sigma_n_attacker,nsr_honest,nsr_attacker,noise_norm_honest,noise_norm_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_n_honest,eps_n_attacker,sigma_dp_honest,sigma_dp_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,107,5.691003300205341,0.23213099498301745,nan,0.41329167507853554,nan,nan,1000.0,0.593269181945432,0.3300137511201755,19446,520,30900,24,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.597373262892006,0.0,nan,0.0,4.597373262892006,0.871041326667774,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,108,5.691003300205341,0.2295569945126772,nan,0.5155506624994598,nan,nan,1000.0,0.9082748412479862,0.35995061714056625,19456,549,30975,0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.600559650306438,0.0,nan,0.0,4.600559650306438,0.86890055856439,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,109,5.691003300205341,0.21063549496233464,nan,0.28511944161872105,nan,nan,1000.0,0.43543491079909,0.21432404693499307,19344,820,31224,18,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.6210268599524,0.0,nan,0.0,4.6210268599524,0.8698831791760179,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,110,5.691003300205341,0.19669699527323245,nan,0.41106389786387676,nan,nan,1000.0,0.6693111829591102,0.2985102620934017,19364,834,31280,14,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.638599629663782,0.0,nan,0.0,4.638599629663782,0.8669361649921595,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,111,5.691003300205341,0.19364249538630246,nan,0.4118285924657009,nan,nan,1000.0,0.6485745562995139,0.3252147032531729,19460,477,30872,11,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.65140974737135,0.0,nan,0.0,4.65140974737135,0.8567961733597683,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,112,5.691003300205341,0.19426949512213468,nan,0.4909207948984794,nan,nan,1000.0,0.8310872124392995,0.350480809150164,19528,229,30594,1,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.65140974737135,0.0,nan,0.0,4.65140974737135,0.8567961733597683,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,113,5.691003300205341,0.18717299487441777,nan,0.4016868793271969,nan,nan,1000.0,0.5568094381054773,0.3323508264029517,19502,303,30650,21,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.66165441272459,0.0,nan,0.0,4.66165441272459,0.8518702959973437,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,114,5.691003300205341,0.18210449535399675,nan,0.40813409239928405,nan,nan,1000.0,0.6629259312125245,0.29654671707129054,19387,757,31191,9,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.664905016940454,0.0,nan,0.0,4.664905016940454,0.8542082505207584,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,115,5.691003300205341,0.1789749962091446,nan,0.4356325966203743,nan,nan,1000.0,0.7189459866974982,0.3137757497740344,19426,619,31041,12,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.666532209184541,0.0,nan,0.0,4.666532209184541,0.8555927407692248,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,116,5.691003300205341,0.17831499461084604,nan,0.3488282461320847,nan,nan,1000.0,0.5273605375012542,0.26350375896146716,19399,658,31048,25,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.6740861449505555,0.0,nan,0.0,4.6740861449505555,0.8508546541903478,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,117,5.691003300205341,0.1723179952427745,nan,0.48233546276602624,nan,nan,1000.0,0.8291891728612563,0.34046249055177624,19476,442,30843,1,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.70283050692787,0.0,nan,0.0,4.70283050692787,0.8202014662631457,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,118,5.691003300205341,0.16390049565583467,nan,0.42963718840018955,nan,nan,1000.0,0.6440762811730555,0.3335090683109569,19378,837,31268,37,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.725486649676943,0.0,nan,0.0,4.725486649676943,0.8023225298478218,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,119,5.691003300205341,0.16222049556672574,nan,0.3538543012415534,nan,nan,1000.0,0.5550548642476734,0.26382399776875254,19362,807,31230,25,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.735225490201195,0.0,nan,0.0,4.735225490201195,0.7971661280083173,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,120,5.691003300205341,0.16213149569928645,nan,0.38949256149812495,nan,nan,1000.0,0.5876530272763331,0.30649782704094997,19387,741,31160,28,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.735225490201195,0.0,nan,0.0,4.735225490201195,0.7971661280083173,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,121,5.691003300205341,0.16226349525153638,nan,0.4145049444637115,nan,nan,1000.0,0.6735607731888624,0.3003838759233446,19442,549,30949,8,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.735225490201195,0.0,nan,0.0,4.735225490201195,0.7971661280083173,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,122,5.691003300205341,0.16308249615132808,nan,0.3847313534861091,nan,nan,1000.0,0.6500337129871395,0.2733546972434258,19437,574,30984,9,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.735225490201195,0.0,nan,0.0,4.735225490201195,0.7971661280083173,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,123,5.691003300205341,0.1633654957264662,nan,0.39239246971380454,nan,nan,1000.0,0.6767679512777552,0.27631316754344015,19499,336,30714,3,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.735225490201195,0.0,nan,0.0,4.735225490201195,0.7971661280083173,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,124,5.691003300205341,0.15724149614572525,nan,0.45724814912943146,nan,nan,1000.0,0.7704447933019362,0.3262175324675325,19482,408,30800,4,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.740793418703366,0.0,nan,0.0,4.740793418703366,0.8009942647562928,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,125,5.691003300205341,0.1565449956059456,nan,0.4509192428431416,nan,nan,1000.0,0.7714137567965492,0.3186926342811588,19413,661,31100,0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.740793418703366,0.0,nan,0.0,4.740793418703366,0.8009942647562928,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,126,5.691003300205341,0.15630149602890014,nan,0.3978967992003745,nan,nan,1000.0,0.6739834984417028,0.2823978588734278,19483,357,30739,1,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.740793418703366,0.0,nan,0.0,4.740793418703366,0.8009942647562928,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,127,5.691003300205341,0.1529494959488511,nan,0.38179197152092886,nan,nan,1000.0,0.6356731558251401,0.273765583966045,19414,659,31083,12,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.754334813679432,0.0,nan,0.0,4.754334813679432,0.786683218723564,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,128,5.691003300205341,0.1482724965363741,nan,0.38988270584148554,nan,nan,1000.0,0.6070380607862249,0.3505269647117473,19448,503,30897,12,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.758883474996901,0.0,nan,0.0,4.758883474996901,0.788143487373344,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,129,5.691003300205341,0.14904899574816227,nan,0.385823119536088,nan,nan,1000.0,0.6259585883632804,0.28085063606855837,19426,601,31013,20,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.758883474996901,0.0,nan,0.0,4.758883474996901,0.788143487373344,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,130,5.691003300205341,0.14920649595558644,nan,0.4333821008346291,nan,nan,1000.0,0.7045057010070126,0.315559238991834,19462,468,30861,9,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.758883474996901,0.0,nan,0.0,4.758883474996901,0.788143487373344,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,131,5.691003300205341,0.14495549600571395,nan,0.3931637072624056,nan,nan,1000.0,0.6956678417547983,0.27416136495083865,19529,219,30577,5,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.761686820606789,0.0,nan,0.0,4.761686820606789,0.7899990361845697,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,132,5.691003300205341,0.14203449591994285,nan,0.3447668443639379,nan,nan,1000.0,0.5050216474921502,0.2699833645076346,19394,678,31067,41,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.770542036165863,0.0,nan,0.0,4.770542036165863,0.7860345017979067,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,133,5.691003300205341,0.14244949594140052,nan,0.37264408376216185,nan,nan,1000.0,0.6013563245357565,0.2774345493880477,19424,582,30987,13,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.770542036165863,0.0,nan,0.0,4.770542036165863,0.7860345017979067,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,134,5.691003300205341,0.13871299613267182,nan,0.4230190774782902,nan,nan,1000.0,0.7022786361168902,0.30389138265206983,19449,523,30927,5,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.78335215387343,0.0,nan,0.0,4.78335215387343,0.7726520633593688,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,135,5.691003300205341,0.13855899650603531,nan,0.3052491930022852,nan,nan,1000.0,0.47829729309353125,0.2258576996843031,19457,468,30841,24,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.78335215387343,0.0,nan,0.0,4.78335215387343,0.7726520633593688,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,136,5.691003300205341,0.13816099632531403,nan,0.46770320527950876,nan,nan,1000.0,0.8394132600331208,0.3242134665201009,19492,366,30758,0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.78335215387343,0.0,nan,0.0,4.78335215387343,0.7726520633593688,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,137,5.86801064880943,0.13498999647796153,nan,0.4346309375944545,nan,nan,1000.0,0.700672552252674,0.3254909847022004,19423,641,31067,11,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.785450616478368,0.0,nan,0.0,4.785450616478368,0.7750215022751452,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,138,5.86801064880943,0.1346624966710806,nan,0.4246426756811826,nan,nan,1000.0,0.7228203748671586,0.3009902156025092,19439,598,31023,6,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.785450616478368,0.0,nan,0.0,4.785450616478368,0.7750215022751452,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,139,5.86801064880943,0.13523399643599987,nan,0.4169518753176777,nan,nan,1000.0,0.6398748556643293,0.31488541074368664,19415,669,31084,24,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.785450616478368,0.0,nan,0.0,4.785450616478368,0.7750215022751452,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,140,5.86801064880943,0.1350609966367483,nan,0.48467601390899057,nan,nan,1000.0,0.8451062789381435,0.3399699354060409,19430,630,31068,0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.785450616478368,0.0,nan,0.0,4.785450616478368,0.7750215022751452,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,141,5.86801064880943,0.13501049600541593,nan,0.31339611986582017,nan,nan,1000.0,0.4291372744271295,0.258472614263269,19482,373,30714,51,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.785450616478368,0.0,nan,0.0,4.785450616478368,0.7750215022751452,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,142,5.86801064880943,0.1311309963092208,nan,0.34996478205780523,nan,nan,1000.0,0.5633145565079598,0.2608291852506602,19502,289,30655,6,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.81142188208888,0.0,nan,0.0,4.81142188208888,0.697364131412469,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,143,5.86801064880943,0.13100999649614095,nan,0.388215737332447,nan,nan,1000.0,0.6203644108909768,0.288582445455499,19446,552,30953,17,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.81142188208888,0.0,nan,0.0,4.81142188208888,0.697364131412469,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,144,5.86801064880943,0.12719199687242508,nan,0.45305530247020903,nan,nan,1000.0,0.7416208181425573,0.32752436234456195,19479,420,30808,5,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.824344592951002,0.0,nan,0.0,4.824344592951002,0.6813520259701289,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,145,5.86801064880943,0.1238614970818162,nan,0.39124500510178367,nan,nan,1000.0,0.6072255072491797,0.3022523959860503,19423,601,31001,13,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.830471175044593,0.0,nan,0.0,4.830471175044593,0.6809010920369167,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,146,5.86801064880943,0.11999499686062336,nan,0.4500509647071993,nan,nan,1000.0,0.729403819478782,0.330744189510798,19412,698,31130,10,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.836315320050465,0.0,nan,0.0,4.836315320050465,0.6807406187602671,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,147,5.86801064880943,0.11638699661940337,nan,0.3789462622629748,nan,nan,1000.0,0.5809991076011009,0.2904344504016414,19335,915,31355,27,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.838549437050042,0.0,nan,0.0,4.838549437050042,0.6826422228090009,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,148,5.86801064880943,0.11683249693363905,nan,0.47538092427201584,nan,nan,1000.0,0.811352613993123,0.33757721704089594,19390,781,31244,3,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.838549437050042,0.0,nan,0.0,4.838549437050042,0.6826422228090009,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,149,5.86801064880943,0.11669049691408873,nan,0.38476100194944823,nan,nan,1000.0,0.6282495834925502,0.2778333381983647,19462,454,30837,3,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.838549437050042,0.0,nan,0.0,4.838549437050042,0.6826422228090009,nan,nan,nan,nan
