algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,nsr_honest,nsr_attacker,noise_norm_honest,noise_norm_attacker,n_dp_norm_honest,n_dp_norm_attacker,sigma_n_honest,sigma_n_attacker,trust_honest,trust_attacker,sigma_dp_honest,sigma_dp_attacker,eps_n_honest,eps_n_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,48,5.139102913245612,0.8817189764976502,0.4003752827644348,nan,1.272559030489488,5.296177747249604,1000.0,0.0,nan,0,1207,0,29389,6441.613636460547,395.2886825482803,183.068584095348,207.80943252563478,183.068584095348,207.80943252563478,0.8116989853708527,0.9213571868070641,0.6882340474562212,0.5110182351246476,0.8116989853708527,0.9213571868070641,2.8266000757946417,4.527385738870438,3.5069143410249604,1.207699668857354,0.5202569741561515,0.9156404085331384,87.15128186035156,299.83097302144415
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,49,5.139102913245612,0.8818073103825251,0.3994129291176796,nan,1.556958707896146,5.238025541901589,1000.0,0.0,nan,0,755,0,29933,5770.722473740189,396.4841124221151,168.24330416592684,206.8769066619873,168.24330416592684,206.8769066619873,0.7451388441786494,0.916969947555381,0.7836977785283868,0.5032150813937187,0.7451388441786494,0.916969947555381,2.841590032102102,4.560179065259267,3.529025645364968,1.2228857545265732,0.5178374020974218,0.908011927948063,86.45211535644532,285.5495393911302
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,50,5.139102913245612,0.8800783119599025,0.4037349154551824,0.10714349437156456,1.3842031508684158,5.286193928718567,1000.0,0.7000000000000001,0.09202426116549577,254,8,30157,597,5920.56889229456,0.0,164.11549922398157,0.0,164.11549922398157,0.0,0.7275787078903848,0.0,0.8004255081926074,0.0,0.7275787078903848,0.0,2.9009838079422745,0.0,2.9009838079422745,1.135934697037012,0.8004255081926074,0.7275787078903848,7.658723297119141,276.2932149737461
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.8717056446274122,0.47804582804441453,0.041703444881207405,1.3575394370339133,5.779756970405579,1000.0,0.9166666666666666,0.01241947936712799,246,1,30138,529,5927.306268017449,0.0,161.96793712269175,0.0,161.96793712269175,0.0,0.7179297990935486,0.0,0.804437826980244,0.0,0.7179297990935486,0.0,2.939908546804216,0.0,2.939908546804216,1.140481278836183,0.804437826980244,0.7179297990935486,5.938824361165365,217.33456316063973
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.8614429794251919,1.5990353226661682,0.09842854714349508,1.4297745938484485,10.623746490478515,1000.0,0.6666666666666666,0.047446545723974234,390,8,30010,572,5662.752229566283,0.0,156.6785149207482,0.0,156.6785149207482,0.0,0.6942105293000774,0.0,0.8337959096981928,0.0,0.6942105293000774,0.0,2.998810988989392,0.0,2.998810988989392,1.1482019580389908,0.8337959096981928,0.6942105293000774,6.789402313232422,245.38592994787217
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.8452863116065661,25.41135889252027,0.34924160660330156,1.0358753502368927,40.51735792160034,1000.0,0.8181818181818182,0.2552452533166645,336,4,30019,547,6351.312602190815,0.0,163.9089266459147,0.0,163.9089266459147,0.0,0.7277791039214646,0.0,0.7651982804139456,0.0,0.7277791039214646,0.0,3.0429332869534447,0.0,3.0429332869534447,1.1551723034795691,0.7651982804139456,0.7277791039214646,6.556357065836589,254.0525040876326
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.8253333123524984,2136.2102338671684,0.09090909090909091,1.327027653946596,151.224727935791,1000.0,0.0625,0.07575757575757576,65,700,30463,66,5955.105907062926,0.0,167.55973367130056,0.0,167.55973367130056,0.0,0.7429149703274944,0.0,0.725152812898159,0.0,0.7429149703274944,0.0,3.091369629798301,0.0,3.091369629798301,1.171583593143381,0.725152812898159,0.7429149703274944,9.49505157470703,337.4560014002325
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,55,5.2277215703436335,0.8079966464887063,146522.0949849856,0.0,1.083805960531418,1017.4357385253907,1000.0,0.0,0.0,173,468,30141,30,5200.853754107273,0.0,174.39675551194412,0.0,174.39675551194412,0.0,0.7738256101227291,0.0,0.6587644259517009,0.0,0.7738256101227291,0.0,3.1198083267149204,0.0,3.1198083267149204,1.182517549704475,0.6587644259517009,0.7738256101227291,7.557192738850912,225.37032934464844
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,56,5.379240640426567,0.7910363114625215,9758887.487248596,0.011727296595583301,1.0279556810855865,8644.218872070312,1000.0,0.07500000000000001,0.006308506308506308,3418,340,26790,18,6410.9313294801295,0.0,155.85094757080077,0.0,155.85094757080077,0.0,0.690277664126543,0.0,0.7966303288936615,0.0,0.690277664126543,0.0,3.1637893655255223,0.0,3.1637893655255223,1.1806533215615027,0.7966303288936615,0.690277664126543,5.19503158569336,213.69771098267097
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,57,5.379240640426567,0.7788013148804506,577873106.5330474,0.15467960023515578,0.9776113576255738,67196.3566796875,1000.0,0.1332944832944833,0.14789207554595601,3553,579,26803,121,5245.225345428851,0.0,162.1183822631836,0.0,162.1183822631836,0.0,0.7186326272129893,0.0,0.741538661532104,0.0,0.7186326272129893,0.0,3.2827365699581015,0.0,3.2827365699581015,1.174066334277516,0.741538661532104,0.7186326272129893,10.807892150878907,349.6816896952568
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,58,5.379240640426567,0.7494356478750706,53994440336.47551,0.03292420842276236,1.1207913271306704,490984.41625,1000.0,0.09963369963369963,0.019012939691718838,1678,963,29007,128,5917.995285152559,0.0,161.53179868062338,0.0,161.53179868062338,0.0,0.716186508145208,0.0,0.7268660553769829,0.0,0.716186508145208,0.0,3.3897738228907963,0.0,3.3897738228907963,1.1652899707464452,0.7268660553769829,0.716186508145208,12.92254389444987,473.4396228122047
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,59,5.379240640426567,0.741401981562376,1432918373932.6216,0.10679042891913611,0.7374552090962728,3086993.07375,1000.0,0.20205128205128203,0.06440936948183325,5720,513,24623,46,4890.952119648211,0.0,181.90489705403647,0.0,181.90489705403647,0.0,0.806224519644869,0.0,0.5511007258668542,0.0,0.806224519644869,0.0,3.4428393362734626,0.0,3.4428393362734626,1.1595802058971452,0.5511007258668542,0.806224519644869,9.095244852701823,244.54760598241054
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,60,5.379240640426567,0.7335326472918192,68928472157095.92,0.05157475267709308,0.7888936810195446,21701135.92,1000.0,0.23722943722943726,0.0284750614099283,2159,511,28208,26,3442.1747513705645,0.0,199.15615844726562,0.0,199.15615844726562,0.0,0.8843000613672269,0.0,0.3887002329962949,0.0,0.8843000613672269,0.0,3.4648872193376494,0.0,3.4648872193376494,1.1674958131052415,0.3887002329962949,0.8843000613672269,7.966246337890625,137.68699005482262
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,61,5.379240640426567,0.7230486480146646,2051279567779197.5,0.16620512992606015,1.24071632232517,132303703.4,1000.0,0.16047372766122767,0.14514718929612547,5549,463,24723,67,5599.798089165632,0.0,164.5456247329712,0.0,164.5456247329712,0.0,0.7300193570162982,0.0,0.6629919805563986,0.0,0.7300193570162982,0.0,3.5161876184505405,0.0,3.5161876184505405,1.1612985763064958,0.6629919805563986,0.7300193570162982,8.77576665242513,298.6558980888337
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,62,5.514792275266038,0.708978315293789,1.1971997926926066e+17,0.02683252793857869,0.9259255344513804,911683447.68,1000.0,0.10283446712018139,0.014809479127411287,2075,682,28417,38,5003.8476910210775,0.0,164.02975273132324,0.0,164.02975273132324,0.0,0.7271099269012185,0.0,0.6628277990967035,0.0,0.7271099269012185,0.0,3.588817110737582,0.0,3.588817110737582,1.1513146710163469,0.6628277990967035,0.7271099269012185,8.748253479003907,266.87187685445747
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,63,5.514792275266038,0.6938096486777067,5.975566014088254e+18,0.17584721781057164,0.8913889172437944,5510003294.72,1000.0,0.22462771146981678,0.14027867087413776,5777,752,24764,77,4382.545777780519,0.0,184.77570222553453,0.0,184.77570222553453,0.0,0.8188625721728059,0.0,0.46249497152472796,0.0,0.8188625721728059,0.0,3.6353068637737653,0.0,3.6353068637737653,1.1605970072115825,0.46249497152472796,0.8188625721728059,11.70246114095052,277.56123259276615
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,64,5.514792275266038,0.6731579817583163,3.013123618423733e+20,0.06311253758366654,1.2608607163031895,37474775470.08,1000.0,0.22475433063668357,0.03750910309328338,2637,1132,28271,30,4531.632641416034,0.0,171.08904774983725,0.0,171.08904774983725,0.0,0.7577648356082194,0.0,0.5705980870665776,0.0,0.7577648356082194,0.0,3.701665028684829,0.0,3.701665028684829,1.1436455552240419,0.5705980870665776,0.7577648356082194,10.265342864990235,271.89795848496203
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,65,5.534072402273796,0.6610576497763395,1.0856295003331775e+22,0.15581753629188705,0.6838593273178527,223119348121.6,1000.0,0.3182488821807707,0.0976321608968144,7697,851,22937,63,3414.658935228458,0.0,191.31098215203536,0.0,191.31098215203536,0.0,0.8494096573859469,0.0,0.3729211207185137,0.0,0.8494096573859469,0.0,3.7314265573628247,0.0,3.7314265573628247,1.1552631931013857,0.3729211207185137,0.8494096573859469,12.11636220296224,216.261732564469
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,66,5.534072402273796,0.6538163169970115,3.219854833118109e+23,0.18071301570677234,0.8219810328446329,1524784151265.28,1000.0,0.2747474747474747,0.14665201685365933,4481,629,25973,63,3901.3774078121005,0.0,176.79681015014648,0.0,176.79681015014648,0.0,0.7836415583661736,0.0,0.4909919899655506,0.0,0.7836415583661736,0.0,3.7612300493011435,0.0,3.7612300493011435,1.1725099751955963,0.4909919899655506,0.7836415583661736,9.429163208007813,208.0734617499787
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,67,5.534072402273796,0.6428076492498318,1.2288969171711121e+25,0.266498890030006,1.012978159636259,8988827561492.48,1000.0,0.3677275641025641,0.19580307594278212,7811,653,22643,123,5206.932604586114,0.0,158.20391159057618,0.0,158.20391159057618,0.0,0.7014257467333165,0.0,0.65714427519124,0.0,0.7014257467333165,0.0,3.8631898096038975,0.0,3.8631898096038975,1.1357591428851126,0.65714427519124,0.7014257467333165,10.546927439371744,347.12884030574094
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,68,5.798933161413973,0.6188793184111515,7.00188463583521e+26,0.21471024161636026,1.2528075603103,61003960932106.24,1000.0,0.2822587465444608,0.19665765278661593,4561,930,26137,88,4661.467924362544,0.0,163.66400655110678,0.0,163.66400655110678,0.0,0.725636457578272,0.0,0.5796683903872257,0.0,0.725636457578272,0.0,3.938615789949898,0.0,3.938615789949898,1.1280842389073338,0.5796683903872257,0.725636457578272,11.456480458577474,326.30275470537805
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,69,5.798933161413973,0.6229473173618316,1.05103051849143e+28,0.3972276210422353,0.6161545150809817,369219263413616.6,1000.0,0.45582579185520367,0.2542619916003537,8143,328,22074,17,4281.796764433813,0.0,171.4730428059896,0.0,171.4730428059896,0.0,0.7593528506279443,0.0,0.5122185063858827,0.0,0.7593528506279443,0.0,3.965092333643405,0.0,3.965092333643405,1.1147565901254965,0.5122185063858827,0.7593528506279443,5.144191284179687,128.45390293301443
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,70,5.798933161413973,0.6292129851132632,2.7930900423823136e+29,0.08115942028985507,1.1465615541674197,2491768280134451.0,1000.0,0.125,0.04713804713804714,5329,163,24718,22,3916.510108465106,0.0,169.77658081054688,0.0,169.77658081054688,0.0,0.7511067202445267,0.0,0.4899311219342053,0.0,0.7511067202445267,0.0,3.991325054876655,0.0,3.991325054876655,1.117065856691286,0.4899311219342053,0.7511067202445267,4.52737548828125,104.44026955906949
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,71,6.218625682401378,0.6212836513171593,2.1292432852170044e+31,0.28084808709808706,0.948354397714138,1.4635892634330072e+16,1000.0,0.3653198653198653,0.3079090098639202,8424,317,21757,22,4231.809405121046,0.0,162.12727813720704,0.0,162.12727813720704,0.0,0.7200219944092933,0.0,0.5440175130963325,0.0,0.7200219944092933,0.0,4.019080811039436,0.0,4.019080811039436,1.12582340487891,0.5440175130963325,0.7200219944092933,5.404242604573568,141.06031350403487
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,72,6.218625682401378,0.6135929838319619,inf,0.19104039465476902,1.2065246244271597,9.929675521736573e+16,1000.0,0.5735856735856735,0.11273036263609548,5745,581,24696,68,5366.512010456776,0.0,154.71405131022135,0.0,154.71405131022135,0.0,0.685017891619145,0.0,0.6140267545978229,0.0,0.685017891619145,0.0,4.071289360287792,0.0,4.071289360287792,1.1353513747762258,0.6140267545978229,0.685017891619145,7.735702565511068,268.32560052283884
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,73,6.218625682401378,0.6054389836887518,inf,0.17590900973718027,1.1613454573554918,5.957558743264448e+17,1000.0,0.24112012987012985,0.11500344848977362,7445,745,23073,79,4159.9222304423,0.0,165.15509719848632,0.0,165.15509719848632,0.0,0.7325623869862741,0.0,0.4962553149089217,0.0,0.7325623869862741,0.0,4.126086476130635,0.0,4.126086476130635,1.1429409740183036,0.4962553149089217,0.7325623869862741,11.010339813232422,277.3281486961534
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,74,6.218625682401378,0.5990853175024191,inf,0.2066169141006715,0.31846582094828285,3.970439281241217e+18,1000.0,0.469020244461421,0.1335808383006652,4587,725,25959,49,2383.0982300333967,0.0,190.1661580403646,0.0,190.1661580403646,0.0,0.8432431455653919,0.0,0.2522157022729516,0.0,0.8432431455653919,0.0,4.170279460595308,0.0,4.170279460595308,1.1141546238490434,0.2522157022729516,0.8432431455653919,9.50830790201823,119.15491150166977
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,75,6.218625682401378,0.5944973183174928,nan,0.2512408586512461,0.9170597778367144,inf,1000.0,0.5001937588536559,0.16311601200367312,7758,606,22686,42,4308.861003242509,0.0,168.8021719796317,0.0,168.8021719796317,0.0,0.748051133215997,0.0,0.42152523888008936,0.0,0.748051133215997,0.0,4.20305868520878,0.0,4.20305868520878,1.1139158190532743,0.42152523888008936,0.748051133215997,7.8774346923828125,201.08018015131708
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,76,6.404117113827292,0.591089985842506,nan,0.458263695219816,0.7980068712495267,nan,1000.0,0.4679981488762953,0.33120061343066365,11522,658,18967,53,3132.9134113349774,0.0,171.53930282592773,0.0,171.53930282592773,0.0,0.7609772762925425,0.0,0.41215398302301764,0.0,0.7609772762925425,0.0,4.241008956354387,0.0,4.241008956354387,1.0986853521846378,0.41215398302301764,0.7609772762925425,9.148762817382812,167.0887152711988
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,77,6.404117113827292,0.5873446523149808,nan,0.4380985809557238,1.238822000539478,nan,1000.0,0.3249072874648322,0.3050634039017197,11579,406,18662,121,4899.359858865857,0.0,155.61029142491958,0.0,155.61029142491958,0.0,0.6901500287311192,0.0,0.543997250880827,0.0,0.6901500287311192,0.0,4.287409223901848,0.0,4.287409223901848,1.106107386906994,0.543997250880827,0.6901500287311192,8.817916514078776,277.6303920023986
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,78,6.404117113827292,0.5911266514162222,nan,0.45874202286581117,0.6175297227772799,nan,1000.0,0.636599884001303,0.32590284957585425,11528,654,18985,7,2126.4515684008115,0.0,177.82791137695312,0.0,177.82791137695312,0.0,0.7894935598046728,0.0,0.3026347624307329,0.0,0.7894935598046728,0.0,4.297947056567147,0.0,4.297947056567147,1.1121712464326834,0.3026347624307329,0.7894935598046728,6.520356750488281,77.9698908413631
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,79,6.404117113827292,0.5763816513369481,nan,0.4812959641460242,nan,nan,1000.0,0.5712837525115669,0.38032609277265284,11547,562,18828,61,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.343258573443003,0.0,4.343258573443003,1.0888746609111515,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,80,6.404117113827292,0.5730486525843541,nan,0.4333046751078126,nan,nan,1000.0,0.4388998470289981,0.3171954371860387,11546,547,18827,78,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.379301498481705,0.0,4.379301498481705,1.0961482159706377,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,81,6.404117113827292,0.5613459849854311,nan,0.46153888753600986,nan,nan,1000.0,0.6087758888086778,0.35552213770940405,11508,695,19021,20,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.41241638076607,0.0,4.41241638076607,1.0876358037863385,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,82,6.404117113827292,0.5614743202676375,nan,0.42782331511839705,0.8902348399162292,nan,1000.0,0.45907928388746805,0.2970494417862839,11650,121,18362,3,4245.788663563952,0.0,153.26219177246094,0.0,153.26219177246094,0.0,0.6791008061569135,0.0,0.5109179072082043,0.0,0.6791008061569135,0.0,4.423327899915338,0.0,4.423327899915338,1.0904407114252619,0.5109179072082043,0.6791008061569135,2.5543698628743488,70.76314439273253
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,83,6.404117113827292,0.5564376526574294,nan,0.47648349102212595,nan,nan,1000.0,0.48331411498171534,0.36995579660806865,11537,561,18857,47,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.4470513146310555,0.0,4.4470513146310555,1.0932518310989574,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,84,6.404117113827292,0.5481433194875717,nan,0.40578483430343104,nan,nan,1000.0,0.6236996489415845,0.2941194445545519,11475,833,19186,14,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.466287394003425,0.0,4.466287394003425,1.092497911428887,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,85,6.404117113827292,0.5468839863936107,nan,0.39734579587256436,nan,nan,1000.0,0.2597916666666667,0.2947878787878788,11610,302,18540,46,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.495184263998556,0.0,4.495184263998556,1.0910189019096033,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,86,6.404117113827292,0.5423976521193982,nan,0.36207551878923927,nan,nan,1000.0,0.45495226787571813,0.25482855191273046,11567,437,18732,18,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.508520695151286,0.0,4.508520695151286,1.092450719958255,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,87,6.404117113827292,0.5341586524744829,nan,0.42045520884221876,nan,nan,1000.0,0.6357498417690857,0.3047984982257839,11550,530,18838,8,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.5332764019551455,0.0,4.5332764019551455,1.0744821830972073,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,88,6.404117113827292,0.5300783202548822,nan,0.4332703228225616,nan,nan,1000.0,0.4367496919556416,0.3094283634821169,11600,318,18589,23,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.544954652100048,0.0,4.544954652100048,1.0768295375709125,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,89,6.404117113827292,0.5118856532126665,nan,0.43625673914161217,nan,nan,1000.0,0.6012511873930079,0.3169235570357864,11525,634,18950,17,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.577367138857544,0.0,4.577367138857544,1.0670878543295825,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,90,6.404117113827292,0.48415132040778797,nan,0.3556342904490557,nan,nan,1000.0,0.40460627797363846,0.25839932559312895,11423,946,19257,110,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.629472199972321,0.0,4.629472199972321,1.0486772000878943,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,91,6.404117113827292,0.4790669891734918,nan,0.33541997003490104,nan,nan,1000.0,0.32463369963369965,0.2453899835796388,11623,250,18506,31,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.643913252258254,0.0,4.643913252258254,1.0487757673539442,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,92,6.564102823110595,0.45655465533336004,nan,0.4104600139345902,nan,nan,1000.0,0.301414977887113,0.360812543068788,11567,452,18717,88,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.665472976952078,0.0,4.665472976952078,1.0551715819637648,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,93,6.823809634814698,0.43680698931217193,nan,0.40021178262641455,nan,nan,1000.0,0.407777663735014,0.291148538426914,11533,586,18875,48,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.681066265982803,0.0,4.681066265982803,1.0619318973794596,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,94,6.823809634814698,0.43282732166349885,nan,0.45512977312097824,nan,nan,1000.0,0.48956894442787857,0.3243905433645247,11570,450,18746,20,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.703453388009052,0.0,4.703453388009052,1.027516729801497,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,95,6.823809634814698,0.41115632198750973,nan,0.3483069903013966,nan,nan,1000.0,0.36383901973520516,0.24980214144745008,11474,769,19082,79,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.736606812203864,0.0,4.736606812203864,1.0176967851856091,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,96,6.823809634814698,0.3935569883386294,nan,0.2714521427684762,nan,nan,1000.0,0.2933536491886639,0.22026591846516738,11456,815,19083,100,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.764562553737565,0.0,4.764562553737565,1.011055158755467,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,97,6.823809634814698,0.37168332375586033,nan,0.428293173927977,nan,nan,1000.0,0.4154081841216344,0.3225411516619643,11496,750,19071,71,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.788050027909359,0.0,4.788050027909359,1.0074700957184068,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,98,6.823809634814698,0.3643149911860625,nan,0.367919508636194,nan,nan,1000.0,0.4639063639063639,0.2566994610709781,11618,254,18521,15,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.797508531359813,0.0,4.797508531359813,1.0064591903215951,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,99,6.823809634814698,0.35371765740215777,nan,0.4188670700192712,nan,nan,1000.0,0.44380622348536797,0.3025605505229652,11582,411,18698,39,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.806153402977306,0.0,4.806153402977306,1.0100942771039279,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,100,6.823809634814698,0.34883532469471296,nan,0.37012293616338077,nan,nan,1000.0,0.3393352999703455,0.2717228863785,11573,422,18680,43,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.8203223913087365,0.0,4.8203223913087365,1.0012119960008217,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,101,6.823809634814698,0.3431396579990784,nan,0.3784848159826772,nan,nan,1000.0,0.4120113417583843,0.2864454527353578,11578,423,18697,38,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.834004722854283,0.0,4.834004722854283,0.9972266813012725,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,102,6.823809634814698,0.3329049916565418,nan,0.4351620064262568,nan,nan,1000.0,0.5501028422118809,0.3135539143676229,11448,940,19305,33,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.847970078227473,0.0,4.847970078227473,0.9905279163957973,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,103,6.823809634814698,0.31622299186885355,nan,0.4170290024225502,nan,nan,1000.0,0.4505429026848464,0.32281778467818967,11511,702,19001,70,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.8830337845589105,0.0,4.8830337845589105,0.9408132864346079,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,104,6.823809634814698,0.30513299224277335,nan,0.41804609810262217,nan,nan,1000.0,0.5479239481345183,0.3067350762952451,11493,735,19067,29,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.895813477014514,0.0,4.895813477014514,0.9383366306813123,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,105,6.823809634814698,0.3023209926486015,nan,0.4761894345192805,nan,nan,1000.0,0.4469731800766283,0.3449860574860575,11639,182,18428,11,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.904055162873836,0.0,4.904055162873836,0.9307023062592801,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,106,6.823809634814698,0.2942419924090306,nan,0.40051832091576484,nan,nan,1000.0,0.33193266724024567,0.32915337446073034,11545,563,18817,81,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.908252088083709,0.0,4.908252088083709,0.9347448414593594,nan,nan,nan,nan
